MJD	CSP_B_old	CSP_B_old_err	CSP_V9844	CSP_V9844_err	CSP_g_old	CSP_g_old_err	CSP_i_old	CSP_i_old_err	CSP_r_old	CSP_r_old_err	CSP_u_old	CSP_u_old_err
54184.85453125461	9.57285835933217e-16	9.036287832750792e-17	9.780519049435168e-16	6.576607010939573e-17	1.0228343497480778e-15	9.091476230671727e-17	5.860805555004086e-16	2.2822985293964483e-17	9.418598124763282e-16	4.3845813368889885e-17	nan	nan
54184.904531254615	9.564236441204175e-16	8.107403465738003e-17	9.771018508799614e-16	5.847453007845746e-17	1.0222715930962783e-15	8.07930232140221e-17	5.856420711606484e-16	2.0457631627500103e-17	9.409872946434566e-16	3.9077459474823365e-17	nan	nan
54184.95453125462	9.555528799794726e-16	7.181038840415815e-17	9.76153444033579e-16	5.112113819474116e-17	1.0217087714445684e-15	7.057453297493302e-17	5.852026045412864e-16	1.8096467204817286e-17	9.401158449897767e-16	3.428328226744135e-17	nan	nan
54185.00453125462	9.546734487043961e-16	6.266534532195422e-17	9.75206708083767e-16	4.374123090772848e-17	1.0211458593166356e-15	6.030392067596072e-17	5.847621223135481e-16	1.576226421244908e-17	9.39245476085348e-16	2.949373281980635e-17	nan	nan
54185.054531254624	9.53785253825974e-16	5.3795708540268025e-17	9.742616664358928e-16	3.639895455865766e-17	1.0205828303170418e-15	5.006271388006692e-17	5.843205910667772e-16	1.3493532972226068e-17	9.383762003797773e-16	2.476297715644038e-17	nan	nan
54185.10453125463	9.528881972062683e-16	4.5477464524729426e-17	9.733183422224954e-16	2.922313476625386e-17	1.0200196571301493e-15	4.0016449934170734e-17	5.83877977307831e-16	1.135884116556949e-17	9.3750803020264e-16	2.0195808224005322e-17	nan	nan
54185.15453125463	9.519821790330198e-16	3.8209962060786897e-17	9.723767583044768e-16	2.2505181956147406e-17	1.0194563115189896e-15	3.0547267010386944e-17	5.834342474604502e-16	9.484472433250793e-18	9.366409777639779e-16	1.6013555324356158e-17	nan	nan
54185.20453125463	9.510670978139544e-16	3.2860082667313413e-17	9.714369372722618e-16	1.69772692939845e-17	1.0188927643240783e-15	2.2654099055446136e-17	5.829893678645991e-16	8.095326203540877e-18	9.357750551546874e-16	1.2706418179867409e-17	nan	nan
54185.254531254635	9.501428503709811e-16	3.0626047696553613e-17	9.704989014469688e-16	1.4321044639035052e-17	1.0183289854621766e-15	1.878893320168276e-17	5.825433047758225e-16	7.51154108904048e-18	9.349102743469971e-16	1.1202011252778715e-17	nan	nan
54185.30453125464	9.492093674588e-16	3.230350335735974e-17	9.695626724662894e-16	1.619200936914339e-17	1.0177649538644727e-15	2.15080894124832e-17	5.820960302687287e-16	7.949847926997335e-18	9.340466466042454e-16	1.2278381919655112e-17	nan	nan
54185.35453125464	9.4826677642449e-16	3.738548948989109e-17	9.686282693894767e-16	2.1455699947123176e-17	1.0172007028599287e-15	2.904559465206249e-17	5.816475491947678e-16	9.272104256228117e-18	9.331841797844747e-16	1.5416739538611836e-17	nan	nan
54185.404531254644	9.47315271514838e-16	4.4707591142266313e-17	9.676957102103021e-16	2.826438416274396e-17	1.016636283989989e-15	3.8663078320095615e-17	5.811978776867016e-16	1.1165657999570499e-17	9.32322880491125e-16	1.9645971243001486e-17	nan	nan
54185.45453125465	9.463550453710233e-16	5.333782988699961e-17	9.667650126567443e-16	3.573413989777105e-17	1.0160717478947845e-15	4.913852316026567e-17	5.807470318031651e-16	1.3387276954415964e-17	9.31462755209338e-16	2.439871133037192e-17	nan	nan
54185.50453125465	9.45386288976677e-16	6.272212595551019e-17	9.658361941927575e-16	4.3514962431756306e-17	1.015507144298257e-15	6.000955297397038e-17	5.802950275181336e-16	1.5796180007510692e-17	9.30603810307363e-16	2.941591767327062e-17	nan	nan
54185.55453125465	9.444091916717992e-16	7.255288591649374e-17	9.649092720192264e-16	5.145557295968792e-17	1.0149425220116419e-15	7.108091419762793e-17	5.798418807212607e-16	1.8315696761437796e-17	9.297460520368524e-16	3.4576476217523304e-17	nan	nan
54185.604531254656	9.43423941166594e-16	8.265612546255623e-17	9.639842630749305e-16	5.948211191228564e-17	1.0143779289368862e-15	8.225841965034891e-17	5.793876072182693e-16	2.0902996634409245e-17	9.288894865331426e-16	3.981870191344329e-17	nan	nan
54185.65453125466	9.424307235551956e-16	9.292883902484921e-17	9.630611840374922e-16	6.755444578223986e-17	1.0138134120700217e-15	9.349121509296052e-17	5.789322227313197e-16	2.353291893980982e-17	9.280341198155374e-16	4.510831728416795e-17	nan	nan
54185.70453125466	9.414297233292991e-16	1.0330688816328797e-16	9.621400513243017e-16	7.564873959540817e-17	1.0132490175044831e-15	1.0474919223069284e-16	5.784757428993694e-16	2.618986856084203e-17	9.271799577876165e-16	5.0424754267740945e-17	nan	nan
54185.754531254664	9.40421123391689e-16	1.1374836693673455e-16	9.612208810934647e-16	8.374974318150674e-17	1.0126847904343644e-15	1.160131064031462e-16	5.780181832785597e-16	2.886367890574732e-17	9.263270062374999e-16	5.57548267160038e-17	nan	nan
54185.80453125467	9.394051050696695e-16	1.2422466484181263e-16	9.603036892447083e-16	9.184705829629426e-17	1.0121207751576328e-15	1.2726982983134627e-16	5.775595593425545e-16	3.154741135023208e-17	9.254752708381243e-16	6.10895818807055e-17	nan	nan
54185.85453125467	9.383818481284018e-16	1.347154574660843e-16	9.59388491420278e-16	9.99331932631823e-17	1.0115570150792757e-15	1.3850989041530682e-16	5.770998864829282e-16	3.4236130509258756e-17	9.246247571475353e-16	6.642262788502683e-17	nan	nan
54185.90453125467	9.373515307841396e-16	1.4520578004498981e-16	9.584753030058567e-16	1.0800248483418843e-16	1.0109935527144085e-15	1.4972611259440185e-16	5.766391800095225e-16	3.6926192477130767e-17	9.237754706091403e-16	7.174919400972109e-17	nan	nan
54185.954531254676	9.363143297173748e-16	1.556842513750659e-16	9.575641391314227e-16	1.1605046906285723e-16	1.0104304296913142e-15	1.6091282630558686e-16	5.761774551507874e-16	3.961481456175512e-17	9.229274165519946e-16	7.706557677875259e-17	nan	nan
54186.00453125468	9.352704200858756e-16	1.6614195817569974e-16	9.566550146721549e-16	1.2407349779480728e-16	1.0098676867544438e-15	1.720653856858762e-16	5.757147270541776e-16	4.229980585159047e-17	9.220806001910606e-16	8.236879972296011e-17	nan	nan
54186.05453125468	9.342199755376513e-16	1.7657173241017225e-16	9.557479442492718e-16	1.320684959615145e-16	1.0093053637673538e-15	1.831798648963639e-16	5.752510107864762e-16	4.4979393119046144e-17	9.21235026627483e-16	8.765639680978935e-17	nan	nan
54186.104531254685	9.331631682237968e-16	1.8696767010282734e-16	9.548429422309032e-16	1.400328029116043e-16	1.0087434997155916e-15	1.9425285945511137e-16	5.747863213341621e-16	4.76521051404393e-17	9.203907008488157e-16	9.292627023495528e-17	nan	nan
54186.15453125469	9.321001688112687e-16	1.973248029641434e-16	9.539400227329341e-16	1.479640656875492e-16	1.0081821327095336e-15	2.0528135268655358e-16	5.743206736037659e-16	5.0316693890831856e-17	9.195476277293256e-16	9.817659445210642e-17	nan	nan
54186.20453125469	9.310311464955521e-16	2.0763886928051326e-16	9.530391996198378e-16	1.5586016541092512e-16	1.0076212999871662e-15	2.1626262362414452e-16	5.738540824222389e-16	5.297207964646377e-17	9.187058120302152e-16	1.0340574981557844e-16	nan	nan
54186.25453125469	9.299562690132365e-16	2.179061508338447e-16	9.521404865054878e-16	1.6371916534932174e-16	1.0070610379168138e-15	2.271941820323102e-16	5.733865625372742e-16	5.561731196397027e-17	9.178652583998916e-16	1.0861227569166257e-16	nan	nan
54186.3045312547	9.288757026545138e-16	2.2812335469554957e-16	9.512438967540051e-16	1.7153927352876256e-16	1.0065013819998163e-15	2.3807372160750985e-16	5.729181286176781e-16	5.825154143467015e-17	9.170259713741972e-16	1.1379483667280678e-16	nan	nan
54186.3545312547	9.277896122755688e-16	2.38287526116719e-16	9.503494434805256e-16	1.7931881531625304e-16	1.0059423668731533e-15	2.4889908563302984e-16	5.724487952537086e-16	6.087399889686038e-17	9.161879553766649e-16	1.189521977963406e-16	nan	nan
54186.4045312547	9.266981613108926e-16	2.4839598335151144e-16	9.494571395520266e-16	1.8705621297127699e-16	1.0053840263120165e-15	2.5966824133395823e-16	5.719785769574344e-16	6.348397990275099e-17	9.153512147187754e-16	1.2408320607163308e-16	nan	nan
54186.454531254705	9.256015117855013e-16	2.584462682037429e-16	9.485669975881052e-16	1.947499701546715e-16	1.0048263932323296e-15	2.703792604195337e-16	5.715074881630596e-16	6.608083294893526e-17	9.145157536001711e-16	1.291867765019555e-16	nan	nan
54186.50453125471	9.244998243270588e-16	2.684361080131021e-16	9.476790299617237e-16	2.0239866002120664e-16	1.0042694996932159e-15	2.8103030409725524e-16	5.710355432272928e-16	6.866395044257086e-17	9.136815761089067e-16	1.3426188136034268e-16	nan	nan
54186.55453125471	9.233932581779283e-16	2.783633860791982e-16	9.467932488000246e-16	2.1000091594117236e-16	1.0037133768994158e-15	2.916196113676496e-16	5.705627564296745e-16	7.123276168409585e-17	9.128486862216776e-16	1.3930754185539327e-16	nan	nan
54186.604531254714	9.222819712071235e-16	2.8822611838826947e-16	9.45909665985045e-16	2.1755542417749012e-16	1.0031580552036489e-15	3.021454897585805e-16	5.70089141972918e-16	7.378672735482574e-17	9.12017087804062e-16	1.4432282157522717e-16	nan	nan
54186.65453125472	9.211661199221716e-16	2.9802243510333143e-16	9.450282931544887e-16	2.2506091803484655e-16	1.0026035641089285e-15	3.126063078974007e-16	5.69614713983257e-16	7.632533514116517e-17	9.111867846107272e-16	1.4930682127174814e-16	nan	nan
54186.70453125472	9.200458594809037e-16	3.077505656934183e-16	9.4414914170245e-16	2.325161731308527e-16	1.002049932270823e-15	3.2300048948355316e-16	5.691394865107742e-16	7.88480962266809e-17	9.103577802856756e-16	1.5425867466545891e-16	nan	nan
54186.75453125472	9.18921343703141e-16	3.174088268719855e-16	9.432722227801368e-16	2.3992000353134034e-16	1.001497187499664e-15	3.333265083406251e-16	5.68663473529747e-16	8.13545424533581e-17	9.095300783624514e-16	1.5917754503690008e-16	nan	nan
54186.804531254726	9.177927250823152e-16	3.2699561272391175e-16	9.423975472965959e-16	2.472712585579947e-16	1.0009453567627056e-15	3.4358288430901166e-16	5.681866889389763e-16	8.384422400407869e-17	9.08703682264374e-16	1.6406262242969982e-16	nan	nan
54186.85453125473	9.166601547969874e-16	3.365093865534689e-16	9.415251259194156e-16	2.545688201246083e-16	1.000394466186233e-15	3.537681797994428e-16	5.677091465621185e-16	8.63167074944252e-17	9.07878595304727e-16	1.6891312133369996e-16	nan	nan
54186.90453125473	9.155237827222908e-16	3.4594867409658503e-16	9.406549690754257e-16	2.6181160049222565e-16	9.99844541057616e-16	3.638809968714686e-16	5.672308601480345e-16	8.877157438890567e-17	9.07054820687011e-16	1.737282787486217e-16	nan	nan
54186.954531254734	9.143837574413014e-16	3.553120578236897e-16	9.39787086951379e-16	2.6899854035954944e-16	9.992956058273148e-16	3.7391997473201904e-16	5.667518433710929e-16	9.120841967609598e-17	9.062323615051112e-16	1.7850735255133655e-16	nan	nan
54187.00453125474	9.132402262562992e-16	3.645981721206545e-16	9.389214894946322e-16	2.761286072236926e-16	9.987476841108375e-16	3.838837875735674e-16	5.662721098315251e-16	9.362685075214851e-17	9.054112207435354e-16	1.8324962010803368e-16	nan	nan
54187.05453125474	9.120933351999754e-16	3.7380569918193343e-16	9.380581864138113e-16	2.8320079396088653e-16	9.98200798690638e-16	3.937711426887031e-16	5.657916730557332e-16	9.602648647317467e-17	9.045914012776079e-16	1.8795437708455062e-16	nan	nan
54187.10453125474	9.109432290465395e-16	3.8293336548549224e-16	9.371971871794811e-16	2.9021411758711774e-16	9.976549715179735e-16	4.0358077881165155e-16	5.653105464966362e-16	9.840695634521562e-17	9.03772905873657e-16	1.9262093641878948e-16	nan	nan
54187.154531254746	9.097900513227514e-16	3.919799387458956e-16	9.36338501024772e-16	2.971676181676097e-16	9.971102237147005e-16	4.133114646475003e-16	5.648287435339725e-16	1.0076789982740383e-16	9.02955737189237e-16	1.9724862742682095e-16	nan	nan
54187.20453125475	9.086339443188786e-16	4.0094422526297387e-16	9.354821369460417e-16	3.04060357849778e-16	9.965665755750366e-16	4.2296199755786444e-16	5.64346277474643e-16	1.0310896572845503e-16	9.021398977733e-16	2.0183679501905292e-16	nan	nan
54187.25453125475	9.074750490995674e-16	4.0982506759981856e-16	9.346281037034863e-16	3.1089141999961794e-16	9.96024046567248e-16	4.325312023778256e-16	5.638631615530289e-16	1.0542981168083428e-16	9.013253900664091e-16	2.0638479900887206e-16	nan	nan
54187.304531254755	9.063135055146336e-16	4.186213425364455e-16	9.33776409821779e-16	3.1765990842542193e-16	9.954826553353113e-16	4.420179303437982e-16	5.63379408931307e-16	1.0773010367972822e-16	9.005122164009153e-16	2.1089201349825614e-16	nan	nan
54187.35453125476	9.0514945220978e-16	4.2733195925549297e-16	9.329270635906573e-16	3.2436494667526427e-16	9.949424197005077e-16	4.51421058115828e-16	5.628950326997617e-16	1.1000951567660717e-16	8.99700379001139e-16	2.1535782632877457e-16	nan	nan
54187.40453125476	9.039830266372335e-16	4.3595585772457583e-16	9.320800730655491e-16	3.310056773977832e-16	9.944033566629761e-16	4.60739486880761e-16	5.624100458771301e-16	1.1226772921888947e-16	8.988898799835719e-16	2.1978163858781207e-16	nan	nan
54187.45453125476	9.028143650663053e-16	4.44492007245757e-16	9.312354460681405e-16	3.3758126175709017e-16	9.938654824032099e-16	4.699721415251586e-16	5.619244614108912e-16	1.1450443312857746e-16	8.980807213570311e-16	2.2416286416220315e-16	nan	nan
54187.504531254766	9.016436025938697e-16	4.529394051482234e-16	9.303931901869781e-16	3.4409087889462904e-16	9.933288122835113e-16	4.791179698687143e-16	5.614382921775903e-16	1.167193232144659e-16	8.972729050228663e-16	2.285009293322609e-16	nan	nan
54187.55453125477	9.004708731547779e-16	4.612970756039742e-16	9.29553312778022e-16	3.5053372543179635e-16	9.927933608493848e-16	4.881759419504297e-16	5.609515509831629e-16	1.1891210201287098e-16	8.964664327751101e-16	2.327952724009514e-16	nan	nan
54187.60453125477	8.992963095321817e-16	4.695640685499053e-16	9.28715820965224e-16	3.569090150081523e-16	9.92259141830894e-16	4.971450493612733e-16	5.604642505632261e-16	1.2108247855313326e-16	8.956613063006599e-16	2.3704534335353816e-16	nan	nan
54187.654531254775	8.981200433677924e-16	4.777394587022186e-16	9.278807216410757e-16	3.632159778510865e-16	9.917261681439566e-16	5.060243046177005e-16	5.599764035834114e-16	1.2323016814440657e-16	8.948575271794522e-16	2.4125060354352795e-16	nan	nan
54187.70453125478	8.969422051720627e-16	4.858223446514222e-16	9.270480214671463e-16	3.6945386037308034e-16	9.911944518915978e-16	5.14812740571666e-16	5.594880226396603e-16	1.2535489218112962e-16	8.940550968846154e-16	2.454105254021101e-16	nan	nan
54187.75453125478	8.957629243342916e-16	4.93811848028001e-16	9.262177268746344e-16	3.756219247937775e-16	9.906640043651477e-16	5.235094098530352e-16	5.589991202585438e-16	1.2745637796461673e-16	8.93254016782638e-16	2.495245921679983e-16	nan	nan
54187.804531254784	8.945823291326543e-16	5.017071127302328e-16	9.253898440648698e-16	3.817194487839411e-16	9.901348360453962e-16	5.321133843412903e-16	5.585097088975491e-16	1.2953435853901426e-16	8.924542881335387e-16	2.5359229763540174e-16	nan	nan
54187.85453125479	8.934005467441705e-16	5.095073042070281e-16	9.24564379009847e-16	3.8774572512930413e-16	9.896069566036906e-16	5.406237546634568e-16	5.580198009454194e-16	1.315885725397564e-16	8.916559120910168e-16	2.5761314591819084e-16	nan	nan
54187.90453125479	8.922177032545817e-16	5.172116087896987e-16	9.237413374527285e-16	3.937000614122041e-16	9.890803749029883e-16	5.490396297159757e-16	5.575294087224182e-16	1.3361876405308622e-16	8.908588897025936e-16	2.6158665122847557e-16	nan	nan
54187.95453125479	8.910339236681765e-16	5.248192330672282e-16	9.229207249083408e-16	3.995817797094782e-16	9.885550989988607e-16	5.573601362082919e-16	5.570385444806607e-16	1.3562468248553554e-16	8.900632219097805e-16	2.655123376682174e-16	nan	nan
54188.004531254795	8.898493319175252e-16	5.323294033006646e-16	9.221025466636543e-16	4.0539021630509816e-16	9.88031136140443e-16	5.655844182263475e-16	5.565472204044028e-16	1.376060824421088e-16	8.89268909548225e-16	2.6938973903240493e-16	nan	nan
54188.0545312548	8.886640508731621e-16	5.397413648725741e-16	9.212868077782746e-16	4.111247214162395e-16	9.875084927713402e-16	5.737116368143303e-16	5.560554486103484e-16	1.3956272361242929e-16	8.884759533478574e-16	2.7321839862292705e-16	nan	nan
54188.1045312548	8.87478202353178e-16	5.470543817682914e-16	9.204735130849073e-16	4.1678465893186704e-16	9.869871745304787e-16	5.817409695733635e-16	5.555632411479476e-16	1.4149437066386852e-16	8.87684353933024e-16	2.769978690720783e-16	nan	nan
54188.154531254804	8.8629190713276e-16	5.542677360858321e-16	9.196626671898167e-16	4.223694061626325e-16	9.864671862529144e-16	5.896716102756618e-16	5.550706099996903e-16	1.4340079314117323e-16	8.868941118226353e-16	2.807277121747436e-16	nan	nan
54188.20453125481	8.851052849536494e-16	5.613807275720485e-16	9.188542744732714e-16	4.2787835360144074e-16	9.859485319705829e-16	5.975027684933739e-16	5.545775670813887e-16	1.452817653718059e-16	8.861052274303027e-16	2.844074987287574e-16	nan	nan
54188.25453125481	8.8391845453354e-16	5.68392673182592e-16	9.180483390900011e-16	4.3331090469383447e-16	9.854312149130112e-16	6.052336692407991e-16	5.54084124242511e-16	1.4713706637652969e-16	8.853177010644745e-16	2.8803680838265733e-16	nan	nan
54188.30453125481	8.827315335753997e-16	5.753029066638278e-16	9.172448649696164e-16	4.386664756175039e-16	9.849152375079717e-16	6.128635526293584e-16	5.535902932664385e-16	1.4896647978484423e-16	8.845315329285632e-16	2.916152294901973e-16	nan	nan
54188.354531254816	8.815446387767277e-16	5.821107781548708e-16	9.164438558170324e-16	4.439444950704303e-16	9.844006013820883e-16	6.203916735343942e-16	5.530960858707672e-16	1.5076979375474302e-16	8.83746723121071e-16	2.9514235897131914e-16	nan	nan
54188.40453125482	8.803578858387519e-16	5.888156538081691e-16	9.156453151128933e-16	4.491444040670243e-16	9.838873073614007e-16	6.278173012731069e-16	5.52601513707611e-16	1.5254680089652e-16	8.8296327163573095e-16	2.986178021788825e-16	nan	nan
54188.45453125482	8.791713894755359e-16	5.954169154273188e-16	9.148492461139574e-16	4.542656557418769e-16	9.833753554718677e-16	6.351397192931305e-16	5.521065883638773e-16	1.542972982003041e-16	8.821811783616049e-16	3.020411727710173e-16	nan	nan
54188.504531254825	8.779852634230547e-16	6.019139601208216e-16	9.140556518535177e-16	4.593077151605841e-16	9.828647449398329e-16	6.423582248709348e-16	5.51611321361565e-16	1.5602108696695773e-16	8.814004430832274e-16	3.054120925885306e-16	nan	nan
54188.55453125483	8.767996204481682e-16	6.083061999706981e-16	9.132645351417695e-16	4.642700591373849e-16	9.823554741924331e-16	6.494721288197773e-16	5.511157241580499e-16	1.577179727421959e-16	8.806210654807201e-16	3.0873019153708754e-16	nan	nan
54188.60453125483	8.75614572357556e-16	6.145930617150116e-16	9.124758985661975e-16	4.691521760591747e-16	9.81847540857962e-16	6.564807552065411e-16	5.506198081463548e-16	1.5938776525361555e-16	8.798430451298903e-16	3.119951074740537e-16	nan	nan
54188.65453125483	8.744302300065729e-16	6.207739864433863e-16	9.116897444919403e-16	4.739535657155678e-16	9.813409417661832e-16	6.633834410771876e-16	5.501235846554593e-16	1.610302783504935e-16	8.790663815023524e-16	3.152064860994782e-16	nan	nan
54188.704531254836	8.73246703308043e-16	6.26848429304721e-16	9.109060750621494e-16	4.786737391348255e-16	9.808356729485968e-16	6.701795361902583e-16	5.496270649505699e-16	1.6264532994609392e-16	8.78291073965637e-16	3.183639808511447e-16	nan	nan
54188.75453125484	8.720641012409931e-16	6.32815859226403e-16	9.101248921983386e-16	4.833122184252189e-16	9.803317296386516e-16	6.768684027582291e-16	5.4913026023339955e-16	1.642327419624657e-16	8.775171217833041e-16	3.2146725280345174e-16	nan	nan
54188.80453125484	8.708825318593194e-16	6.386757586443907e-16	9.093461976007302e-16	4.878685366217495e-16	9.798291062719155e-16	6.834494151962441e-16	5.486331816424573e-16	1.6579234027738248e-16	8.7674452411503345e-16	3.245159705699399e-16	nan	nan
54188.854531254845	8.697021023003871e-16	6.444276232435048e-16	9.085699927485867e-16	4.92342237537858e-16	9.793277964861915e-16	6.89921959878005e-16	5.481358402533165e-16	1.6732395467352319e-16	8.759732800167262e-16	3.275098102092041e-16	nan	nan
54188.90453125485	8.685229187935733e-16	6.500709617075057e-16	9.077962789005188e-16	4.967328756220806e-16	9.78827793121586e-16	6.96285434898494e-16	5.476382470788989e-16	1.6882741878952432e-16	8.752033884406146e-16	3.304484551340914e-16	nan	nan
54188.95453125485	8.673450866687508e-16	6.556052954783516e-16	9.070250570948246e-16	5.010400158192574e-16	9.783290882205302e-16	7.025392498432595e-16	5.471404130697642e-16	1.7030257007300968e-16	8.744348482353452e-16	3.3333159602417697e-16	nan	nan
54189.004531254854	8.661687103646966e-16	6.610301585242982e-16	9.062563281497748e-16	5.052632334363167e-16	9.77831673027752e-16	7.086828255640383e-16	5.466423491143596e-16	1.717492497353964e-16	8.736676581460755e-16	3.3615893074099886e-16	nan	nan
54189.05453125486	8.649938934374511e-16	6.663450971163556e-16	9.054900926639143e-16	5.094021140123116e-16	9.773355379901958e-16	7.147155939604579e-16	5.461440660393123e-16	1.7316730270838627e-16	8.72901816814557e-16	3.3893016424639673e-16	nan	nan
54189.10453125486	8.638207385686128e-16	6.715496696127672e-16	9.047263510163511e-16	5.134562531926997e-16	9.768406727568985e-16	7.206369977676108e-16	5.456455746097052e-16	1.7455657760207618e-16	8.721373227792371e-16	3.416450085234749e-16	nan	nan
54189.15453125486	8.626493475735702e-16	6.766434462511768e-16	9.039651033670288e-16	5.174252566076078e-16	9.76347066178812e-16	7.264464903493236e-16	5.451468855293327e-16	1.7591692666461937e-16	8.713741744753192e-16	3.4430318250026793e-16	nan	nan
54189.204531254865	8.614798214096733e-16	6.816260089481314e-16	9.032063496570076e-16	5.213087397539926e-16	9.758547063085814e-16	7.321435354968612e-16	5.446480094409865e-16	1.772482057433445e-16	8.706123702348692e-16	3.4690441197594385e-16	nan	nan
54189.25453125487	8.603122601843549e-16	6.864969511056481e-16	9.024500896087077e-16	5.251063278815963e-16	9.753635804002689e-16	7.377276072329756e-16	5.441489569267208e-16	1.7855027424729734e-16	8.698519082868744e-16	3.4944842954948393e-16	nan	nan
54189.30453125487	8.591467631631749e-16	6.912558774246157e-16	9.016963227261736e-16	5.288176558825768e-16	9.748736749090342e-16	7.43198189621061e-16	5.436497385081172e-16	1.7982299511113922e-16	8.690927867573209e-16	3.519349745507591e-16	nan	nan
54189.354531254874	8.579834287778249e-16	6.959024037246816e-16	9.00945048295303e-16	5.324423681846777e-16	9.74384975490763e-16	7.48554776579302e-16	5.4315036464655195e-16	1.8106623476030754e-16	8.683350036692821e-16	3.5436379297379707e-16	nan	nan
54189.40453125488	8.568223546340581e-16	7.004361567705e-16	9.00196265384099e-16	5.359801186478024e-16	9.738974670016462e-16	7.537968716995874e-16	5.426508457434744e-16	1.8227986307744152e-16	8.675785569429644e-16	3.567346374124495e-16	nan	nan
54189.45453125488	8.556636375195749e-16	7.048567741040743e-16	8.994499728428717e-16	5.394305704640513e-16	9.73411133497713e-16	7.589239880711953e-16	5.421511921406478e-16	1.8346375337001482e-16	8.668234443957893e-16	3.5904726699806973e-16	nan	nan
54189.50453125488	8.545073734118407e-16	7.091639038829968e-16	8.987061693044722e-16	5.427933960609251e-16	9.729259582343101e-16	7.639356481089371e-16	5.416514141204336e-16	1.8461778233909033e-16	8.660696637424617e-16	3.6130144733930776e-16	nan	nan
54189.554531254886	8.533536574858494e-16	7.133572047243785e-16	8.979648531844826e-16	5.460682770077848e-16	9.724419236655405e-16	7.688313833857506e-16	5.411515219060518e-16	1.8574183004923027e-16	8.653172125950144e-16	3.6349695046399477e-16	nan	nan
54189.60453125489	8.522025841218358e-16	7.174363455543796e-16	8.972260226814275e-16	5.492549039253641e-16	9.719590114436414e-16	7.736107344695998e-16	5.406515256618238e-16	1.868357798994381e-16	8.645660884628747e-16	3.6563355476293314e-16	nan	nan
54189.65453125489	8.510542469129226e-16	7.214010054630597e-16	8.964896757769577e-16	5.523529763983427e-16	9.714772024183258e-16	7.782732507645095e-16	5.401514354934606e-16	1.8789951859516496e-16	8.638162887529299e-16	3.6771104493562878e-16	nan	nan
54189.704531254894	8.499087386727192e-16	7.252508735644875e-16	8.95755810236025e-16	5.553622028908643e-16	9.709964766360636e-16	7.82818490355725e-16	5.396512614482926e-16	1.8893293612136275e-16	8.630678107695681e-16	3.6972921193790134e-16	nan	nan
54189.7545312549	8.487661514428587e-16	7.289856488619366e-16	8.950244236070504e-16	5.582823006649779e-16	9.70516813339324e-16	7.872460198587755e-16	5.391510135155552e-16	1.8993592571641745e-16	8.623206517147257e-16	3.7168785293126643e-16	nan	nan
54189.8045312549	8.476265765004833e-16	7.326050401180268e-16	8.942955132221031e-16	5.611129957018271e-16	9.70038190965761e-16	7.915554142724411e-16	5.386507016266162e-16	1.9090838384711994e-16	8.615748086879492e-16	3.7358677123421456e-16	nan	nan
54189.8545312549	8.464901043656784e-16	7.361087657297029e-16	8.935690761970347e-16	5.638540226257334e-16	9.69560587147352e-16	7.957462568354567e-16	5.3815033565525155e-16	1.918502101845219e-16	8.608302786864247e-16	3.7542577627502483e-16	nan	nan
54189.904531254906	8.453568248088431e-16	7.394965536079118e-16	8.928451094316253e-16	5.665051246308473e-16	9.690839787094906e-16	7.998181388869218e-16	5.376499254178995e-16	1.927613075807265e-16	8.600870586050281e-16	3.7720468354648157e-16	nan	nan
54189.95453125491	8.442268268580169e-16	7.427681410619154e-16	8.921236096097311e-16	5.6906605341058985e-16	9.686083416700265e-16	8.03770659730246e-16	5.371494806738985e-16	1.9364158204648777e-16	8.59345145236361e-16	3.7892331456211854e-16	nan	nan
54190.00453125491	8.431001988061411e-16	7.459232746880563e-16	8.914045731994023e-16	5.715365690896168e-16	9.681336512382564e-16	8.076034265006682e-16	5.366490111257538e-16	1.9449094272972067e-16	8.586045352707941e-16	3.8058149681410185e-16	nan	nan
54190.054531254915	8.419770282182837e-16	7.48961710262981e-16	8.906879964529949e-16	5.739164401583597e-16	9.676598818138682e-16	8.113160540361202e-16	5.361485264193767e-16	1.9530930189482823e-16	8.578652252964937e-16	3.8217906373276857e-16	nan	nan
54190.10453125492	8.408574019387935e-16	7.518832126411369e-16	8.899738754072846e-16	5.762054434101059e-16	9.671870069858329e-16	8.14908164751519e-16	5.356480361443439e-16	1.9609657490282878e-16	8.57127211799446e-16	3.837158546476004e-16	nan	nan
54190.15453125492	8.397414060984157e-16	7.546875556565165e-16	8.892622058835749e-16	5.784033638805295e-16	9.667149995312507e-16	8.183793885162427e-16	5.351475498341399e-16	1.9685268019229722e-16	8.563904911635035e-16	3.8519171474989603e-16	nan	nan
54190.20453125492	8.386291261213466e-16	7.573745220285348e-16	8.885529834877742e-16	5.805099947896597e-16	9.662438314141436e-16	8.217293625348841e-16	5.346470769664035e-16	1.9757753926107953e-16	8.556550596703835e-16	3.866064950567411e-16	nan	nan
54190.25453125493	8.375206467322424e-16	7.599439032720182e-16	8.878462036104791e-16	5.825251374862136e-16	9.657734737842013e-16	8.249577312311061e-16	5.341466269631781e-16	1.982710766487561e-16	8.549209134997275e-16	3.879600523766199e-16	nan	nan
54190.30453125493	8.364160519631711e-16	7.623954996111448e-16	8.871418614270591e-16	5.844486013943167e-16	9.653038969754775e-16	8.280641461345586e-16	5.336462091911502e-16	1.9893321991985516e-16	8.541880487290822e-16	3.8925224927638657e-16	nan	nan
