MJD,Mag,Mag_err,Flux,Flux_err,band,Instr,FilterSet
57278.35,15.68,0.07,2.075131740660046e-15,1.3378868753719308e-16,lascumbres_V,LCO(SKP),GeneralFilters
57279.61,15.49,0.01,2.4719841016652184e-15,2.276781497045039e-17,lascumbres_V,LCO(SKP),GeneralFilters
57280.66,15.2,0.2,3.2288336695198478e-15,5.947731420154933e-16,lascumbres_V,LCO(SKP),GeneralFilters
57282.31,15.28,0.04,2.999477947487256e-15,1.1050485133837653e-16,lascumbres_V,LCO(SKP),GeneralFilters
57283.42,15.22,0.04,3.169900813404779e-15,1.1678346174744845e-16,lascumbres_V,LCO(SKP),GeneralFilters
57284.93,15.26,0.02,3.0552424059687574e-15,5.627964495573539e-17,lascumbres_V,LCO(SKP),GeneralFilters
57286.02,15.21,0.02,3.199231544505599e-15,5.893202290731929e-17,lascumbres_V,LCO(SKP),GeneralFilters
57287.58,15.32,0.04,2.890983901508273e-15,1.0650778297117947e-16,lascumbres_V,LCO(SKP),GeneralFilters
57288.63,15.3,0.02,2.944731305079418e-15,5.424395524759006e-17,lascumbres_V,LCO(SKP),GeneralFilters
57289.67,15.38,0.03,2.7355564005173934e-15,7.558621666650944e-17,lascumbres_V,LCO(SKP),GeneralFilters
57289.92,15.34,0.03,2.838217498609636e-15,7.842284763568077e-17,lascumbres_V,LCO(SKP),GeneralFilters
57291.24,15.41,0.05,2.6610048940886045e-15,1.2254380403025218e-16,lascumbres_V,LCO(SKP),GeneralFilters
57292.28,15.5,0.04,2.4493208151969462e-15,9.023631355252021e-17,lascumbres_V,LCO(SKP),GeneralFilters
57293.29,15.59,0.04,2.25447629543416e-15,8.305797616600202e-17,lascumbres_V,LCO(SKP),GeneralFilters
57296.3,15.83,0.08,1.807364190477086e-15,1.3317151496332103e-16,lascumbres_V,LCO(SKP),GeneralFilters
57297.31,15.94,0.04,1.6332236995491538e-15,6.017018470570338e-17,lascumbres_V,LCO(SKP),GeneralFilters
57299.35,16.12,0.03,1.3837118916821648e-15,3.823337249743134e-17,lascumbres_V,LCO(SKP),GeneralFilters
57300.53,16.17,0.03,1.3214345977461623e-15,3.6512587273642764e-17,lascumbres_V,LCO(SKP),GeneralFilters
57301.52,16.28,0.02,1.1941136788117618e-15,2.1996386849377943e-17,lascumbres_V,LCO(SKP),GeneralFilters
57302.52,16.33,0.03,1.1403697101320183e-15,3.150957954062305e-17,lascumbres_V,LCO(SKP),GeneralFilters
57308.71,16.66,0.04,8.414836330175118e-16,3.100140271015346e-17,lascumbres_V,LCO(SKP),GeneralFilters
57315.06,16.89,0.05,6.808409567001948e-16,3.135388475195347e-17,lascumbres_V,LCO(SKP),GeneralFilters
57316.22,16.96,0.02,6.383306137611703e-16,1.1758484445185686e-17,lascumbres_V,LCO(SKP),GeneralFilters
57330.25,17.26,0.03,4.84223289053839e-16,1.3379583924671e-17,lascumbres_V,LCO(SKP),GeneralFilters
57335.85,17.39,0.03,4.29581602052909e-16,1.1869778317338344e-17,lascumbres_V,LCO(SKP),GeneralFilters
57347.79,17.72,0.08,3.169900813404785e-16,2.3356692349489742e-17,lascumbres_V,LCO(SKP),GeneralFilters
57355.21,17.72,0.05,3.169900813404785e-16,1.459793271843109e-17,lascumbres_V,LCO(SKP),GeneralFilters
57361.09,17.6,0.2,3.540345717601496e-16,6.521557818715611e-17,lascumbres_V,LCO(SKP),GeneralFilters
57367.05,17.97,0.05,2.517941717362884e-16,1.1595550126855208e-17,lascumbres_V,LCO(SKP),GeneralFilters
57373.14,18.0,0.3,2.449320815196946e-16,6.767723516439016e-17,lascumbres_V,LCO(SKP),GeneralFilters
57378.88,18.21,0.09,2.0185786396985192e-16,1.6732616705301635e-17,lascumbres_V,LCO(SKP),GeneralFilters
57385.49,18.2,0.1,2.0372563178884843e-16,1.876382411271182e-17,lascumbres_V,LCO(SKP),GeneralFilters
57397.46,18.49,0.04,1.5597165243839447e-16,5.7462080293487174e-18,lascumbres_V,LCO(SKP),GeneralFilters
57406.07,18.62,0.08,1.3837118916821648e-16,1.0195565999315026e-17,lascumbres_V,LCO(SKP),GeneralFilters
57415.05,18.72,0.03,1.2619602437598074e-16,3.486925014278958e-18,lascumbres_V,LCO(SKP),GeneralFilters
57421.04,18.77,0.09,1.205162676644419e-16,9.989962609947272e-18,lascumbres_V,LCO(SKP),GeneralFilters
57422.04,18.78,0.04,1.1941136788117619e-16,4.399277369875589e-18,lascumbres_V,LCO(SKP),GeneralFilters
57433.1,18.67,0.05,1.3214345977461623e-16,6.085431212273793e-18,lascumbres_V,LCO(SKP),GeneralFilters
57276.39,17.2,0.3,1.1721416506771815e-15,3.238747070072055e-16,lascumbres_u',LCO(SKP),GeneralFilters
57276.94,16.7,0.3,1.8577193227583984e-15,5.133068183460579e-16,lascumbres_u',LCO(SKP),GeneralFilters
57278.35,15.9,0.2,3.8813257932519034e-15,7.149666330076099e-16,lascumbres_u',LCO(SKP),GeneralFilters
57279.61,16.1,0.2,3.228346178673268e-15,5.946833428829876e-16,lascumbres_u',LCO(SKP),GeneralFilters
57280.67,16.3,0.3,2.6852213919981744e-15,7.419540898324461e-16,lascumbres_u',LCO(SKP),GeneralFilters
57282.32,16.2,0.2,2.9442867081432567e-15,5.423576546936928e-16,lascumbres_u',LCO(SKP),GeneralFilters
57283.43,16.6,0.3,2.036948731958464e-15,5.62829734248082e-16,lascumbres_u',LCO(SKP),GeneralFilters
57284.94,16.7,0.5,1.8577193227583984e-15,8.555113639100965e-16,lascumbres_u',LCO(SKP),GeneralFilters
57286.03,16.5,0.3,2.2334698712539694e-15,6.171305317440851e-16,lascumbres_u',LCO(SKP),GeneralFilters
57288.64,17.0,0.2,1.409224218942923e-15,2.595886943379316e-16,lascumbres_u',LCO(SKP),GeneralFilters
57289.93,16.9,0.1,1.5451836295478253e-15,1.423166716534103e-16,lascumbres_u',LCO(SKP),GeneralFilters
57291.25,17.3,0.3,1.069005890678118e-15,2.953772433837902e-16,lascumbres_u',LCO(SKP),GeneralFilters
57292.29,17.4,0.1,9.749449596337641e-16,8.979574922169532e-17,lascumbres_u',LCO(SKP),GeneralFilters
57297.32,17.9,0.3,6.151486827448687e-16,1.6997186242359065e-16,lascumbres_u',LCO(SKP),GeneralFilters
57300.54,18.3,0.2,4.2557891044288634e-16,7.839453240627507e-17,lascumbres_u',LCO(SKP),GeneralFilters
57274.01,17.29,0.07,6.00527533258795e-16,3.8717440888397164e-17,lascumbres_g',LCO(SKP),GeneralFilters
57276.39,16.4,0.1,1.3631163403326311e-15,1.2554765461066063e-16,lascumbres_g',LCO(SKP),GeneralFilters
57276.94,16.16,0.04,1.7003288509260937e-15,6.26424298452819e-17,lascumbres_g',LCO(SKP),GeneralFilters
57278.35,15.85,0.04,2.262210031730235e-15,8.334289754053803e-17,lascumbres_g',LCO(SKP),GeneralFilters
57279.61,15.67,0.04,2.6701331826295516e-15,9.837134180210467e-17,lascumbres_g',LCO(SKP),GeneralFilters
57282.32,15.43,0.04,3.3306801128451443e-15,1.2270679003790303e-16,lascumbres_g',LCO(SKP),GeneralFilters
57283.43,15.4,0.05,3.423993439850527e-15,1.5768072506218457e-16,lascumbres_g',LCO(SKP),GeneralFilters
57284.94,15.44,0.05,3.3001442540260132e-15,1.519772592810051e-16,lascumbres_g',LCO(SKP),GeneralFilters
57286.03,15.42,0.04,3.3614985164871753e-15,1.2384218198695954e-16,lascumbres_g',LCO(SKP),GeneralFilters
57287.59,15.6,0.1,2.84795369576088e-15,2.623062290158522e-16,lascumbres_g',LCO(SKP),GeneralFilters
57288.64,15.61,0.05,2.821843499335301e-15,1.2995069552663234e-16,lascumbres_g',LCO(SKP),GeneralFilters
57289.93,15.67,0.06,2.6701331826295516e-15,1.4755701270315697e-16,lascumbres_g',LCO(SKP),GeneralFilters
57291.25,15.83,0.04,2.3042676562900482e-15,8.489235769026852e-17,lascumbres_g',LCO(SKP),GeneralFilters
57292.29,16.0,0.1,1.9703025704704226e-15,1.8147157309812184e-16,lascumbres_g',LCO(SKP),GeneralFilters
57297.32,16.47,0.05,1.278006091715724e-15,5.885435551080403e-17,lascumbres_g',LCO(SKP),GeneralFilters
57298.35,16.58,0.04,1.1548695321928082e-15,4.254696590688268e-17,lascumbres_g',LCO(SKP),GeneralFilters
57299.36,16.68,0.06,1.0532535314017296e-15,5.820494113317489e-17,lascumbres_g',LCO(SKP),GeneralFilters
57300.54,16.74,0.05,9.966276317520698e-16,4.5896398562765515e-17,lascumbres_g',LCO(SKP),GeneralFilters
57301.53,16.82,0.06,9.25833570033765e-16,5.116345384687686e-17,lascumbres_g',LCO(SKP),GeneralFilters
57302.52,16.86,0.08,8.923452658439386e-16,6.5750429021954e-17,lascumbres_g',LCO(SKP),GeneralFilters
57308.72,17.15,0.01,6.83176507723443e-16,6.2922881702709276e-18,lascumbres_g',LCO(SKP),GeneralFilters
57316.23,17.41,0.06,5.376911940223356e-16,2.9713913471759987e-17,lascumbres_g',LCO(SKP),GeneralFilters
57330.26,17.67,0.05,4.231875904114096e-16,1.9488508744427592e-17,lascumbres_g',LCO(SKP),GeneralFilters
57335.85,17.76,0.05,3.8952283636543796e-16,1.7938189527916333e-17,lascumbres_g',LCO(SKP),GeneralFilters
57342.15,17.81,0.03,3.719914208150354e-16,1.0278502803484508e-17,lascumbres_g',LCO(SKP),GeneralFilters
57355.22,17.9,0.1,3.423993439850534e-16,3.1536145012436917e-17,lascumbres_g',LCO(SKP),GeneralFilters
57361.1,17.6,0.3,4.51370242485588e-16,1.2471820701221073e-16,lascumbres_g',LCO(SKP),GeneralFilters
57367.06,18.15,0.04,2.7197746647839914e-16,1.0020020159095196e-17,lascumbres_g',LCO(SKP),GeneralFilters
57373.15,18.25,0.09,2.480463974888586e-16,2.0561325740233932e-17,lascumbres_g',LCO(SKP),GeneralFilters
57378.88,18.3,0.06,2.3688247059118584e-16,1.3090609093796758e-17,lascumbres_g',LCO(SKP),GeneralFilters
57390.8,18.5,0.05,1.9703025704704225e-16,9.073578654906092e-18,lascumbres_g',LCO(SKP),GeneralFilters
57397.46,18.41,0.06,2.1405871988376384e-16,1.1829322018313803e-17,lascumbres_g',LCO(SKP),GeneralFilters
57406.08,18.65,0.06,1.7160618000766178e-16,9.483307966831055e-18,lascumbres_g',LCO(SKP),GeneralFilters
57412.06,18.65,0.06,1.7160618000766178e-16,9.483307966831055e-18,lascumbres_g',LCO(SKP),GeneralFilters
57413.04,18.65,0.05,1.7160618000766178e-16,7.90275663902588e-18,lascumbres_g',LCO(SKP),GeneralFilters
57423.04,18.79,0.04,1.5084569625406832e-16,5.557360824590808e-18,lascumbres_g',LCO(SKP),GeneralFilters
57424.14,18.65,0.04,1.7160618000766178e-16,6.322205311220705e-18,lascumbres_g',LCO(SKP),GeneralFilters
57443.09,18.8,0.03,1.4946273459812203e-16,4.1298079757251346e-18,lascumbres_g',LCO(SKP),GeneralFilters
57444.09,18.72,0.03,1.6089143452886707e-16,4.445594624839163e-18,lascumbres_g',LCO(SKP),GeneralFilters
57274.01,17.22,0.06,3.6711362345107645e-16,2.028744856304347e-17,lascumbres_r',LCO(SKP),GeneralFilters
57276.39,16.3,0.1,8.566442444151054e-16,7.88998506875748e-17,lascumbres_r',LCO(SKP),GeneralFilters
57276.94,16.1,0.02,1.0299129081799877e-15,1.8971696875659044e-17,lascumbres_r',LCO(SKP),GeneralFilters
57279.61,15.61,0.03,1.6173369227088522e-15,4.4688670662939197e-17,lascumbres_r',LCO(SKP),GeneralFilters
57282.32,15.35,0.02,2.054946413391537e-15,3.785351182701539e-17,lascumbres_r',LCO(SKP),GeneralFilters
57283.43,15.24,0.05,2.274052575858674e-15,1.0472399123713792e-16,lascumbres_r',LCO(SKP),GeneralFilters
57284.94,15.25,0.03,2.2532039365264605e-15,6.225832554865583e-17,lascumbres_r',LCO(SKP),GeneralFilters
57286.03,15.21,0.02,2.3377631107792035e-15,4.3063187918652664e-17,lascumbres_r',LCO(SKP),GeneralFilters
57287.59,15.24,0.04,2.274052575858674e-15,8.377919298971033e-17,lascumbres_r',LCO(SKP),GeneralFilters
57288.64,15.25,0.03,2.2532039365264605e-15,6.225832554865583e-17,lascumbres_r',LCO(SKP),GeneralFilters
57289.93,15.31,0.02,2.132065296877024e-15,3.9274094159031686e-17,lascumbres_r',LCO(SKP),GeneralFilters
57291.25,15.35,0.02,2.054946413391537e-15,3.785351182701539e-17,lascumbres_r',LCO(SKP),GeneralFilters
57292.29,15.39,0.02,1.9806169952187412e-15,3.648431334497067e-17,lascumbres_r',LCO(SKP),GeneralFilters
57297.32,15.73,0.02,1.448106494615913e-15,2.6675107420563657e-17,lascumbres_r',LCO(SKP),GeneralFilters
57298.35,15.81,0.04,1.3452422579759041e-15,4.956055631489538e-17,lascumbres_r',LCO(SKP),GeneralFilters
57299.36,15.9,0.03,1.2382276602581887e-15,3.421349462692082e-17,lascumbres_r',LCO(SKP),GeneralFilters
57300.54,15.97,0.02,1.1609152101828055e-15,2.1384848457575778e-17,lascumbres_r',LCO(SKP),GeneralFilters
57301.53,16.07,0.03,1.0587672552598628e-15,2.9254820386938926e-17,lascumbres_r',LCO(SKP),GeneralFilters
57302.52,16.07,0.02,1.0587672552598628e-15,1.9503213591292618e-17,lascumbres_r',LCO(SKP),GeneralFilters
57308.72,16.44,0.04,7.53009579754457e-16,2.7741898131589185e-17,lascumbres_r',LCO(SKP),GeneralFilters
57316.23,16.76,0.03,5.607903107006559e-16,1.549520891657796e-17,lascumbres_r',LCO(SKP),GeneralFilters
57330.26,17.19,0.03,3.7739878817197134e-16,1.0427913885105565e-17,lascumbres_r',LCO(SKP),GeneralFilters
57335.85,17.32,0.03,3.3481160386260557e-16,9.25118649618554e-18,lascumbres_r',LCO(SKP),GeneralFilters
57342.15,17.39,0.05,3.13906639259497e-16,1.4455934963015548e-17,lascumbres_r',LCO(SKP),GeneralFilters
57355.22,17.4,0.3,3.1102872589224076e-16,8.59404129278884e-17,lascumbres_r',LCO(SKP),GeneralFilters
57361.1,17.91,0.02,1.9444666609664255e-16,3.581839957892151e-18,lascumbres_r',LCO(SKP),GeneralFilters
57367.06,18.01,0.02,1.7733746715675688e-16,3.2666768664357574e-18,lascumbres_r',LCO(SKP),GeneralFilters
57373.15,17.9,0.2,1.9624585894602606e-16,3.614982314967447e-17,lascumbres_r',LCO(SKP),GeneralFilters
57378.88,18.17,0.07,1.5303842987161085e-16,9.866752203772405e-18,lascumbres_r',LCO(SKP),GeneralFilters
57385.5,18.4,0.2,1.2382276602581912e-16,2.2808996417947257e-17,lascumbres_r',LCO(SKP),GeneralFilters
57390.8,18.29,0.05,1.3702521788207305e-16,6.3102444811904526e-18,lascumbres_r',LCO(SKP),GeneralFilters
57397.46,18.43,0.03,1.2044825189200013e-16,3.328108191404537e-18,lascumbres_r',LCO(SKP),GeneralFilters
57406.08,18.55,0.07,1.0784512081613912e-16,6.953031891214733e-18,lascumbres_r',LCO(SKP),GeneralFilters
57412.06,18.8,0.2,8.566442444151054e-17,1.577997013751496e-17,lascumbres_r',LCO(SKP),GeneralFilters
57413.04,18.62,0.04,1.011114879095433e-16,3.725084876655394e-18,lascumbres_r',LCO(SKP),GeneralFilters
57415.05,18.71,0.02,9.306802574566519e-17,1.7143763897308344e-18,lascumbres_r',LCO(SKP),GeneralFilters
57420.78,18.69,0.04,9.47982895277332e-17,3.4924980529262735e-18,lascumbres_r',LCO(SKP),GeneralFilters
57423.04,18.73,0.03,9.136934283673773e-17,2.5246282412704102e-18,lascumbres_r',LCO(SKP),GeneralFilters
57424.14,18.64,0.03,9.926599527088416e-17,2.7428208114234642e-18,lascumbres_r',LCO(SKP),GeneralFilters
57443.09,18.71,0.05,9.306802574566519e-17,4.285940974327086e-18,lascumbres_r',LCO(SKP),GeneralFilters
57444.09,18.7,0.04,9.392917358527185e-17,3.4604786383151463e-18,lascumbres_r',LCO(SKP),GeneralFilters
57274.01,17.35,0.06,2.23443900983614e-16,1.234796629260735e-17,lascumbres_i',LCO(SKP),GeneralFilters
57276.39,16.37,0.04,5.510214494906873e-16,2.0300380408275606e-17,lascumbres_i',LCO(SKP),GeneralFilters
57276.94,16.21,0.02,6.38511178425584e-16,1.1761810569222466e-17,lascumbres_i',LCO(SKP),GeneralFilters
57278.35,15.4,0.3,1.3463826448752633e-15,3.7201927290668133e-16,lascumbres_i',LCO(SKP),GeneralFilters
57279.61,15.69,0.03,1.0307859845207053e-15,2.8481669304294814e-17,lascumbres_i',LCO(SKP),GeneralFilters
57280.67,15.52,0.02,1.205503581168782e-15,2.2206196604401403e-17,lascumbres_i',LCO(SKP),GeneralFilters
57282.32,15.4,0.02,1.3463826448752633e-15,2.480128486044542e-17,lascumbres_i',LCO(SKP),GeneralFilters
57283.43,15.24,0.05,1.5601577216017037e-15,7.184791824959277e-17,lascumbres_i',LCO(SKP),GeneralFilters
57284.94,15.29,0.03,1.4899390571537239e-15,4.116853754966122e-17,lascumbres_i',LCO(SKP),GeneralFilters
57286.03,15.22,0.02,1.589163219229628e-15,2.92734683114605e-17,lascumbres_i',LCO(SKP),GeneralFilters
57287.59,15.1,0.2,1.7748779942822142e-15,3.2694460892139187e-16,lascumbres_i',LCO(SKP),GeneralFilters
57288.64,15.19,0.03,1.6336856897511932e-15,4.514040379030543e-17,lascumbres_i',LCO(SKP),GeneralFilters
57289.93,15.22,0.02,1.589163219229628e-15,2.92734683114605e-17,lascumbres_i',LCO(SKP),GeneralFilters
57291.25,15.22,0.02,1.589163219229628e-15,2.92734683114605e-17,lascumbres_i',LCO(SKP),GeneralFilters
57292.29,15.24,0.03,1.5601577216017037e-15,4.310875094975565e-17,lascumbres_i',LCO(SKP),GeneralFilters
57297.32,15.5,0.02,1.2279155660469185e-15,2.261904062267984e-17,lascumbres_i',LCO(SKP),GeneralFilters
57298.35,15.55,0.06,1.1726502618351208e-15,6.480304829273074e-17,lascumbres_i',LCO(SKP),GeneralFilters
57299.36,15.65,0.03,1.069469749567178e-15,2.955054123313745e-17,lascumbres_i',LCO(SKP),GeneralFilters
57300.54,15.7,0.03,1.0213356818108578e-15,2.822054779056704e-17,lascumbres_i',LCO(SKP),GeneralFilters
57301.53,15.8,0.04,9.314692124324586e-16,3.4316593970078134e-17,lascumbres_i',LCO(SKP),GeneralFilters
57302.52,15.83,0.02,9.060840904273912e-16,1.669068575693741e-17,lascumbres_i',LCO(SKP),GeneralFilters
57308.72,16.13,0.04,6.87335072088934e-16,2.5322359854143478e-17,lascumbres_i',LCO(SKP),GeneralFilters
57316.23,16.51,0.03,4.843602613591049e-16,1.33833686093301e-17,lascumbres_i',LCO(SKP),GeneralFilters
57330.26,16.97,0.03,3.1707974836635097e-16,8.761237222543937e-18,lascumbres_i',LCO(SKP),GeneralFilters
57335.85,17.09,0.03,2.8390203455656143e-16,7.844503111687425e-18,lascumbres_i',LCO(SKP),GeneralFilters
57342.15,17.18,0.03,2.6131750612744127e-16,7.220469529769117e-18,lascumbres_i',LCO(SKP),GeneralFilters
57355.22,17.1,0.3,2.8129920505869115e-16,7.772584274870612e-17,lascumbres_i',LCO(SKP),GeneralFilters
57361.1,17.6,0.3,1.7748779942822105e-16,4.904169133820867e-17,lascumbres_i',LCO(SKP),GeneralFilters
57373.15,17.6,0.3,1.7748779942822105e-16,4.904169133820867e-17,lascumbres_i',LCO(SKP),GeneralFilters
57378.88,17.83,0.05,1.4360465067156928e-16,6.613238558419458e-18,lascumbres_i',LCO(SKP),GeneralFilters
57385.5,18.14,0.05,1.0793654313223822e-16,4.9706615041120126e-18,lascumbres_i',LCO(SKP),GeneralFilters
57390.8,18.22,0.05,1.002694204750723e-16,4.61757745738106e-18,lascumbres_i',LCO(SKP),GeneralFilters
57397.46,18.24,0.04,9.843929729920812e-17,3.62663773641545e-18,lascumbres_i',LCO(SKP),GeneralFilters
57406.08,18.43,0.09,8.263585118377211e-17,6.849938846974609e-18,lascumbres_i',LCO(SKP),GeneralFilters
57413.04,18.66,0.06,6.6860328317905e-17,3.694838287139897e-18,lascumbres_i',LCO(SKP),GeneralFilters
57420.78,18.59,0.06,7.131296684805911e-17,3.940900185636468e-18,lascumbres_i',LCO(SKP),GeneralFilters
57424.14,18.55,0.02,7.398922952114923e-17,1.3629319755001027e-18,lascumbres_i',LCO(SKP),GeneralFilters
57444.09,18.78,0.05,5.986438218892987e-17,2.7568566805905644e-18,lascumbres_i',LCO(SKP),GeneralFilters
