MJD	LT_IOO_z	LT_IOO_z_err	ZTF_g	ZTF_g_err	ZTF_i	ZTF_i_err	ZTF_r	ZTF_r_err
58786.97476563369	nan	nan	6.935756257084745e-20	2.770060097844155e-16	nan	nan	nan	nan
58787.024765633694	nan	nan	6.906930016572195e-20	2.7700601286606446e-16	nan	nan	nan	nan
58787.0747656337	nan	nan	6.878222237634877e-20	2.7700601592241936e-16	nan	nan	nan	nan
58787.1247656337	nan	nan	6.849632441776052e-20	2.7700601895368607e-16	nan	nan	nan	nan
58787.1747656337	nan	nan	6.821160152393852e-20	2.770060219600691e-16	nan	nan	nan	nan
58787.224765633706	nan	nan	6.79280489477564e-20	2.7700602494177104e-16	nan	nan	nan	nan
58787.27476563371	nan	nan	6.764566196089223e-20	2.7700602789899304e-16	nan	nan	nan	nan
58787.32476563371	nan	nan	6.736443585376394e-20	2.770060308319345e-16	nan	nan	nan	nan
58787.374765633715	nan	nan	6.708436593546123e-20	2.770060337407933e-16	nan	nan	nan	nan
58787.42476563372	nan	nan	6.680544753365788e-20	2.7700603662576567e-16	nan	nan	nan	nan
58787.47476563372	nan	nan	6.652767599455754e-20	2.770060394870462e-16	nan	nan	nan	nan
58787.52476563372	nan	nan	6.625104668281281e-20	2.7700604232482807e-16	nan	nan	nan	nan
58787.574765633726	nan	nan	6.597555498145522e-20	2.7700604513930274e-16	nan	nan	nan	nan
58787.62476563373	nan	nan	6.570119629183194e-20	2.770060479306602e-16	nan	nan	nan	nan
58787.67476563373	nan	nan	6.54279660335213e-20	2.7700605069908884e-16	nan	nan	nan	nan
58787.724765633735	nan	nan	6.515585964427918e-20	2.7700605344477567e-16	nan	nan	nan	nan
58787.77476563374	nan	nan	6.488487257995302e-20	2.7700605616790606e-16	nan	nan	nan	nan
58787.82476563374	nan	nan	6.461500031442306e-20	2.7700605886866387e-16	nan	nan	nan	nan
58787.874765633744	nan	nan	6.434623833952987e-20	2.770060615472316e-16	nan	nan	nan	nan
58787.92476563375	nan	nan	6.407858216500461e-20	2.770060642037901e-16	nan	nan	nan	nan
58787.97476563375	nan	nan	6.38120273184009e-20	2.7700606683851894e-16	nan	nan	nan	nan
58788.02476563375	nan	nan	6.354656934502156e-20	2.770060694515961e-16	nan	nan	nan	nan
58788.074765633755	nan	nan	6.32822038078599e-20	2.770060720431982e-16	nan	nan	nan	nan
58788.12476563376	nan	nan	6.301892628752373e-20	2.770060746135004e-16	nan	nan	nan	nan
58788.17476563376	nan	nan	6.275673238216816e-20	2.7700607716267648e-16	nan	nan	nan	nan
58788.224765633764	nan	nan	6.249561770742699e-20	2.770060796908987e-16	nan	nan	nan	nan
58788.27476563377	nan	nan	6.223557789635724e-20	2.7700608219833807e-16	nan	nan	nan	nan
58788.32476563377	nan	nan	6.197660859935019e-20	2.7700608468516414e-16	nan	nan	nan	nan
58788.37476563377	nan	nan	6.171870548408763e-20	2.7700608715154515e-16	nan	nan	nan	nan
58788.424765633776	nan	nan	6.146186423545666e-20	2.770060895976479e-16	nan	nan	nan	nan
58788.47476563378	nan	nan	6.120608055549174e-20	2.770060920236378e-16	nan	nan	nan	nan
58788.52476563378	nan	nan	6.095135016331456e-20	2.7700609442967916e-16	nan	nan	nan	nan
58788.574765633784	nan	nan	6.069766879505222e-20	2.7700609681593463e-16	nan	nan	nan	nan
58788.62476563379	nan	nan	6.044503220378691e-20	2.770060991825658e-16	nan	nan	nan	nan
58788.67476563379	nan	nan	6.019343615948113e-20	2.7700610152973294e-16	nan	nan	nan	nan
58788.72476563379	nan	nan	5.994287644891735e-20	2.7700610385759476e-16	nan	nan	nan	nan
58788.774765633796	nan	nan	5.969334887562963e-20	2.77006106166309e-16	nan	nan	nan	nan
58788.8247656338	nan	nan	5.94448492598417e-20	2.770061084560319e-16	nan	nan	nan	nan
58788.8747656338	nan	nan	5.919737343840034e-20	2.770061107269187e-16	nan	nan	nan	nan
58788.924765633805	nan	nan	5.89509172647122e-20	2.7700611297912305e-16	nan	nan	nan	nan
58788.97476563381	nan	nan	5.870547660868481e-20	2.7700611521279754e-16	nan	nan	nan	nan
58789.02476563381	nan	nan	5.846104735664897e-20	2.7700611742809355e-16	nan	nan	nan	nan
58789.07476563381	nan	nan	5.821762541131015e-20	2.770061196251612e-16	nan	nan	nan	nan
58789.12476563382	nan	nan	5.797520669168061e-20	2.7700612180414934e-16	nan	nan	nan	nan
58789.17476563382	nan	nan	5.773378713300612e-20	2.770061239652057e-16	nan	nan	nan	nan
58789.22476563382	nan	nan	5.749336268672516e-20	2.7700612610847667e-16	nan	nan	nan	nan
58789.274765633825	nan	nan	5.725392932038161e-20	2.7700612823410764e-16	nan	nan	nan	nan
58789.32476563383	nan	nan	5.701548301758088e-20	2.770061303422427e-16	nan	nan	nan	nan
58789.37476563383	nan	nan	5.677801977791801e-20	2.770061324330248e-16	nan	nan	nan	nan
58789.424765633834	nan	nan	5.654153561691969e-20	2.7700613450659585e-16	nan	nan	nan	nan
58789.47476563384	nan	nan	5.630602656597939e-20	2.7700613656309637e-16	nan	nan	nan	nan
58789.52476563384	nan	nan	5.607148867230517e-20	2.770061386026659e-16	nan	nan	nan	nan
58789.57476563384	nan	nan	5.583791799884271e-20	2.770061406254429e-16	nan	nan	nan	nan
58789.624765633846	nan	nan	5.560531062422896e-20	2.770061426315645e-16	nan	nan	nan	nan
58789.67476563385	nan	nan	5.53736626427233e-20	2.7700614462116685e-16	nan	nan	nan	nan
58789.72476563385	nan	nan	5.514297016415341e-20	2.770061465943851e-16	nan	nan	nan	nan
58789.774765633854	nan	nan	5.491322931384512e-20	2.770061485513532e-16	nan	nan	nan	nan
58789.82476563386	nan	nan	5.468443623257058e-20	2.770061504922039e-16	nan	nan	nan	nan
58789.87476563386	nan	nan	5.44565870764905e-20	2.77006152417069e-16	nan	nan	nan	nan
58789.92476563386	nan	nan	5.42296780170819e-20	2.770061543260793e-16	nan	nan	nan	nan
58789.974765633866	nan	nan	5.400370524109761e-20	2.7700615621936443e-16	nan	nan	nan	nan
58790.02476563387	nan	nan	5.377866495048826e-20	2.770061580970529e-16	nan	nan	nan	nan
58790.07476563387	nan	nan	5.3554553362352893e-20	2.7700615995927243e-16	nan	nan	nan	nan
58790.124765633875	nan	nan	5.3331366708880034e-20	2.7700616180614944e-16	nan	nan	nan	nan
58790.17476563388	nan	nan	5.3109101237293167e-20	2.7700616363780937e-16	nan	nan	nan	nan
58790.22476563388	nan	nan	5.288775320977893e-20	2.7700616545437687e-16	nan	nan	nan	nan
58790.27476563388	nan	nan	5.266731890344516e-20	2.7700616725597524e-16	nan	nan	nan	nan
58790.324765633886	nan	nan	5.244779461025044e-20	2.770061690427271e-16	nan	nan	nan	nan
58790.37476563389	nan	nan	5.222917663695532e-20	2.7700617081475377e-16	nan	nan	nan	nan
58790.42476563389	nan	nan	5.2011461305057887e-20	2.770061725721759e-16	nan	nan	nan	nan
58790.474765633895	nan	nan	5.179464495074103e-20	2.7700617431511287e-16	nan	nan	nan	nan
58790.5247656339	nan	nan	5.1578723924817874e-20	2.7700617604368333e-16	nan	nan	nan	nan
58790.5747656339	nan	nan	5.136369459266658e-20	2.7700617775800474e-16	nan	nan	nan	nan
58790.624765633904	nan	nan	5.114955333418218e-20	2.7700617945819385e-16	nan	nan	nan	nan
58790.67476563391	nan	nan	5.093629654371399e-20	2.7700618114436624e-16	nan	nan	nan	nan
58790.72476563391	nan	nan	5.0723920630014776e-20	2.770061828166367e-16	nan	nan	nan	nan
58790.77476563391	nan	nan	5.051242201618271e-20	2.7700618447511906e-16	nan	nan	nan	nan
58790.824765633915	nan	nan	5.030179713960485e-20	2.7700618611992614e-16	nan	nan	nan	nan
58790.87476563392	nan	nan	5.009204245190019e-20	2.770061877511699e-16	nan	nan	nan	nan
58790.92476563392	nan	nan	4.988315441886718e-20	2.7700618936896145e-16	nan	nan	nan	nan
58790.974765633924	nan	nan	4.967512952042833e-20	2.770061909734109e-16	nan	nan	nan	nan
58791.02476563393	nan	nan	4.946796425057853e-20	2.7700619256462756e-16	nan	nan	nan	nan
58791.07476563393	nan	nan	4.9261655117321173e-20	2.7700619414271984e-16	nan	nan	nan	nan
58791.12476563393	nan	nan	4.905619864262052e-20	2.770061957077951e-16	nan	nan	nan	nan
58791.174765633936	nan	nan	4.8851591362349e-20	2.7700619725996e-16	nan	nan	nan	nan
58791.22476563394	nan	nan	4.864782982622552e-20	2.770061987993204e-16	nan	nan	nan	nan
58791.27476563394	nan	nan	4.844491059777524e-20	2.7700620032598107e-16	nan	nan	nan	nan
58791.324765633944	nan	nan	4.8242830254256904e-20	2.770062018400461e-16	nan	nan	nan	nan
58791.37476563395	nan	nan	4.8041585386623264e-20	2.7700620334161867e-16	nan	nan	nan	nan
58791.42476563395	nan	nan	4.7841172599469075e-20	2.7700620483080115e-16	nan	nan	nan	nan
58791.47476563395	nan	nan	4.7641588510967184e-20	2.7700620630769505e-16	nan	nan	nan	nan
58791.524765633956	nan	nan	4.74428297528264e-20	2.7700620777240115e-16	nan	nan	nan	nan
58791.57476563396	nan	nan	4.7244892970229e-20	2.770062092250192e-16	nan	nan	nan	nan
58791.62476563396	nan	nan	4.7047774821786897e-20	2.7700621066564836e-16	nan	nan	nan	nan
58791.674765633965	nan	nan	4.6851471979486944e-20	2.770062120943868e-16	nan	nan	nan	nan
58791.72476563397	nan	nan	4.66559811286366e-20	2.770062135113321e-16	nan	nan	nan	nan
58791.77476563397	nan	nan	4.6461298967812435e-20	2.770062149165809e-16	nan	nan	nan	nan
58791.82476563397	nan	nan	4.6267422208810586e-20	2.7700621631022897e-16	nan	nan	nan	nan
58791.87476563398	nan	nan	4.607434757659424e-20	2.770062176923716e-16	nan	nan	nan	nan
58791.92476563398	nan	nan	4.588207180924399e-20	2.77006219063103e-16	nan	nan	nan	nan
58791.97476563398	nan	nan	4.5690591657899936e-20	2.7700622042251674e-16	nan	nan	nan	nan
58792.024765633985	nan	nan	4.5499903886723147e-20	2.7700622177070566e-16	nan	nan	nan	nan
58792.07476563399	nan	nan	4.5310005272833317e-20	2.7700622310776184e-16	nan	nan	nan	nan
58792.12476563399	nan	nan	4.512089260626337e-20	2.770062244337765e-16	nan	nan	nan	nan
58792.174765633994	nan	nan	4.493256268990759e-20	2.770062257488402e-16	nan	nan	nan	nan
58792.224765634	nan	nan	4.474501233947583e-20	2.7700622705304283e-16	nan	nan	nan	nan
58792.274765634	nan	nan	4.4558238383437733e-20	2.770062283464734e-16	nan	nan	nan	nan
58792.324765634	nan	nan	4.437223766297662e-20	2.7700622962922036e-16	nan	nan	nan	nan
58792.374765634006	nan	nan	4.4187007031937925e-20	2.7700623090137133e-16	nan	nan	nan	nan
58792.42476563401	nan	nan	4.4002543356780716e-20	2.770062321630132e-16	nan	nan	nan	nan
58792.47476563401	nan	nan	4.381884351653e-20	2.770062334142322e-16	nan	nan	nan	nan
58792.524765634014	nan	nan	4.363590440272509e-20	2.7700623465511383e-16	nan	nan	nan	nan
58792.57476563402	nan	nan	4.345372291937258e-20	2.7700623588574296e-16	nan	nan	nan	nan
58792.62476563402	nan	nan	4.3272295982898843e-20	2.7700623710620377e-16	nan	nan	nan	nan
58792.67476563402	nan	nan	4.309162052209567e-20	2.770062383165796e-16	nan	nan	nan	nan
58792.724765634026	nan	nan	4.2911693478079533e-20	2.770062395169533e-16	nan	nan	nan	nan
58792.77476563403	nan	nan	4.273251180424007e-20	2.770062407074069e-16	nan	nan	nan	nan
58792.82476563403	nan	nan	4.255407246619224e-20	2.7700624188802185e-16	nan	nan	nan	nan
58792.874765634035	nan	nan	4.237637244172667e-20	2.77006243058879e-16	nan	nan	nan	nan
58792.92476563404	nan	nan	4.2199408720769976e-20	2.770062442200583e-16	nan	nan	nan	nan
58792.97476563404	nan	nan	4.2023178305323246e-20	2.7700624537163935e-16	nan	nan	nan	nan
58793.02476563404	nan	nan	4.184767820943123e-20	2.7700624651370084e-16	nan	nan	nan	nan
58793.074765634046	nan	nan	4.1672905459124444e-20	2.77006247646321e-16	nan	nan	nan	nan
58793.12476563405	nan	nan	4.149885709237386e-20	2.7700624876957743e-16	nan	nan	nan	nan
58793.17476563405	nan	nan	4.132553015904843e-20	2.7700624988354685e-16	nan	nan	nan	nan
58793.224765634055	nan	nan	4.115292172086309e-20	2.7700625098830557e-16	nan	nan	nan	nan
58793.27476563406	nan	nan	4.0981028851339463e-20	2.770062520839294e-16	nan	nan	nan	nan
58793.32476563406	nan	nan	4.080984863575201e-20	2.770062531704932e-16	nan	nan	nan	nan
58793.374765634064	nan	nan	4.0639378171087854e-20	2.770062542480714e-16	nan	nan	nan	nan
58793.42476563407	nan	nan	4.046961456599768e-20	2.77006255316738e-16	nan	nan	nan	nan
58793.47476563407	nan	nan	4.030055494075571e-20	2.7700625637656595e-16	nan	nan	nan	nan
58793.52476563407	nan	nan	4.013219642720154e-20	2.7700625742762795e-16	nan	nan	nan	nan
58793.574765634075	nan	nan	3.9964536168713444e-20	2.770062584699961e-16	nan	nan	nan	nan
58793.62476563408	nan	nan	3.9797571320144697e-20	2.7700625950374183e-16	nan	nan	nan	nan
58793.67476563408	nan	nan	3.9631299047793645e-20	2.770062605289359e-16	nan	nan	nan	nan
58793.724765634084	nan	nan	3.946571652934904e-20	2.770062615456486e-16	nan	nan	nan	nan
58793.77476563409	nan	nan	3.9300820953850845e-20	2.7700626255394973e-16	nan	nan	nan	nan
58793.82476563409	nan	nan	3.913660952164235e-20	2.770062635539084e-16	nan	nan	nan	nan
58793.87476563409	nan	nan	3.8973079444331176e-20	2.77006264545593e-16	nan	nan	nan	nan
58793.924765634096	nan	nan	3.8810227944737854e-20	2.770062655290717e-16	nan	nan	nan	nan
58793.9747656341	nan	nan	3.864805225685685e-20	2.77006266504412e-16	nan	nan	nan	nan
58794.0247656341	nan	nan	3.848654962581631e-20	2.770062674716807e-16	nan	nan	nan	nan
58794.074765634105	nan	nan	3.8325717307821793e-20	2.7700626843094414e-16	nan	nan	nan	nan
58794.12476563411	nan	nan	3.816555257013067e-20	2.7700626938226824e-16	nan	nan	nan	nan
58794.17476563411	nan	nan	3.800605269099159e-20	2.7700627032571817e-16	nan	nan	nan	nan
58794.22476563411	nan	nan	3.784721495961552e-20	2.7700627126135883e-16	nan	nan	nan	nan
58794.274765634116	nan	nan	3.768903667612102e-20	2.7700627218925425e-16	nan	nan	nan	nan
58794.32476563412	nan	nan	3.753151515150121e-20	2.7700627310946824e-16	nan	nan	nan	nan
58794.37476563412	nan	nan	3.7374647707575805e-20	2.77006274022064e-16	nan	nan	nan	nan
58794.424765634125	nan	nan	3.721843167695055e-20	2.7700627492710404e-16	nan	nan	nan	nan
58794.47476563413	nan	nan	3.7062864402973416e-20	2.7700627582465066e-16	nan	nan	nan	nan
58794.52476563413	nan	nan	3.690794323969504e-20	2.7700627671476546e-16	nan	nan	nan	nan
58794.574765634134	nan	nan	3.675366555182607e-20	2.7700627759750954e-16	nan	nan	nan	nan
58794.62476563414	nan	nan	3.660002871469201e-20	2.770062784729436e-16	nan	nan	nan	nan
58794.67476563414	nan	nan	3.644703011419804e-20	2.7700627934112766e-16	nan	nan	nan	nan
58794.72476563414	nan	nan	3.6294667146781003e-20	2.7700628020212147e-16	nan	nan	nan	nan
58794.774765634145	nan	nan	3.614293721937194e-20	2.770062810559842e-16	nan	nan	nan	nan
58794.82476563415	nan	nan	3.599183774935568e-20	2.770062819027745e-16	nan	nan	nan	nan
58794.87476563415	nan	nan	3.584136616452596e-20	2.770062827425506e-16	nan	nan	nan	nan
58794.924765634154	nan	nan	3.5691519903049414e-20	2.7700628357537013e-16	nan	nan	nan	nan
58794.97476563416	nan	nan	3.554229641341998e-20	2.7700628440129043e-16	nan	nan	nan	nan
58795.02476563416	nan	nan	3.539369315442184e-20	2.770062852203683e-16	nan	nan	nan	nan
58795.07476563416	nan	nan	3.524570759509076e-20	2.7700628603266006e-16	nan	nan	nan	nan
58795.124765634166	nan	nan	3.5098337214667055e-20	2.7700628683822155e-16	nan	nan	nan	nan
58795.17476563417	nan	nan	3.495157950256457e-20	2.770062876371081e-16	nan	nan	nan	nan
58795.22476563417	nan	nan	3.480543195832124e-20	2.770062884293748e-16	nan	nan	nan	nan
58795.274765634174	nan	nan	3.4659892091568695e-20	2.77006289215076e-16	nan	nan	nan	nan
58795.32476563418	nan	nan	3.4514957421986724e-20	2.7700628999426593e-16	nan	nan	nan	nan
58795.37476563418	nan	nan	3.437062547926131e-20	2.770062907669981e-16	nan	nan	nan	nan
58795.42476563418	nan	nan	3.422689380305555e-20	2.7700629153332567e-16	nan	nan	nan	nan
58795.474765634186	nan	nan	3.4083759942961595e-20	2.7700629229330145e-16	nan	nan	nan	nan
58795.52476563419	nan	nan	3.3941221458465244e-20	2.7700629304697773e-16	nan	nan	nan	nan
58795.57476563419	nan	nan	3.3799275918905403e-20	2.7700629379440643e-16	nan	nan	nan	nan
58795.624765634195	nan	nan	3.3657920903436563e-20	2.770062945356389e-16	nan	nan	nan	nan
58795.6747656342	nan	nan	3.351715400099142e-20	2.770062952707263e-16	nan	nan	nan	nan
58795.7247656342	nan	nan	3.337697281023812e-20	2.770062959997192e-16	nan	nan	nan	nan
58795.7747656342	nan	nan	3.323737493954946e-20	2.7700629672266777e-16	nan	nan	nan	nan
58795.82476563421	nan	nan	3.3098358006957966e-20	2.7700629743962183e-16	nan	nan	nan	nan
58795.87476563421	nan	nan	3.2959919640120884e-20	2.7700629815063084e-16	nan	nan	nan	nan
58795.92476563421	nan	nan	3.2822057476279896e-20	2.770062988557437e-16	nan	nan	nan	nan
58795.974765634215	nan	nan	3.2684769162231e-20	2.7700629955500905e-16	nan	nan	nan	nan
58796.02476563422	nan	nan	3.254805235427492e-20	2.7700630024847503e-16	nan	nan	nan	nan
58796.07476563422	nan	nan	3.2411904718191685e-20	2.770063009361895e-16	nan	nan	nan	nan
58796.124765634224	nan	nan	3.2276323929194856e-20	2.7700630161819976e-16	nan	nan	nan	nan
58796.17476563423	nan	nan	3.2141307671899114e-20	2.7700630229455293e-16	nan	nan	nan	nan
58796.22476563423	nan	nan	3.2006853640282604e-20	2.7700630296529557e-16	nan	nan	nan	nan
58796.27476563423	nan	nan	3.187295953764761e-20	2.77006303630474e-16	nan	nan	nan	nan
58796.324765634236	nan	nan	3.1739623076587786e-20	2.7700630429013396e-16	nan	nan	nan	nan
58796.37476563424	nan	nan	3.160684197894753e-20	2.770063049443211e-16	nan	nan	nan	nan
58796.42476563424	nan	nan	3.1474613975791664e-20	2.7700630559308043e-16	nan	nan	nan	nan
58796.474765634244	nan	nan	3.1342936807359884e-20	2.7700630623645675e-16	nan	nan	nan	nan
58796.52476563425	nan	nan	3.1211808223039025e-20	2.7700630687449445e-16	nan	nan	nan	nan
58796.57476563425	nan	nan	3.108122598132655e-20	2.770063075072375e-16	nan	nan	nan	nan
58796.62476563425	nan	nan	3.095118784978642e-20	2.7700630813472963e-16	nan	nan	nan	nan
58796.674765634256	nan	nan	3.082169160502773e-20	2.770063087570141e-16	nan	nan	nan	nan
58796.72476563426	nan	nan	3.0692735032650865e-20	2.770063093741339e-16	nan	nan	nan	nan
58796.77476563426	nan	nan	3.056431592723004e-20	2.770063099861316e-16	nan	nan	nan	nan
58796.824765634265	nan	nan	3.043643209226819e-20	2.770063105930494e-16	nan	nan	nan	nan
58796.87476563427	nan	nan	3.030908134016091e-20	2.7700631119492934e-16	nan	nan	nan	nan
58796.92476563427	nan	nan	3.0182261492167823e-20	2.7700631179181285e-16	nan	nan	nan	nan
58796.97476563427	nan	nan	3.005597037837017e-20	2.7700631238374124e-16	nan	nan	nan	nan
58797.024765634276	nan	nan	2.993020583764749e-20	2.7700631297075527e-16	nan	nan	nan	nan
58797.07476563428	nan	nan	2.980496571762777e-20	2.770063135528956e-16	nan	nan	nan	nan
58797.12476563428	nan	nan	2.968024787466385e-20	2.770063141302024e-16	nan	nan	nan	nan
58797.174765634285	nan	nan	2.955605017379754e-20	2.7700631470271566e-16	nan	nan	nan	nan
58797.22476563429	nan	nan	2.9432370488722126e-20	2.770063152704748e-16	nan	nan	nan	nan
58797.27476563429	nan	nan	2.9309206701752816e-20	2.77006315833519e-16	nan	nan	nan	nan
58797.324765634294	nan	nan	2.918655670378624e-20	2.7700631639188734e-16	nan	nan	nan	nan
58797.3747656343	nan	nan	2.906441839427519e-20	2.770063169456184e-16	nan	nan	nan	nan
58797.4247656343	nan	nan	2.894278968118651e-20	2.770063174947503e-16	nan	nan	nan	nan
58797.4747656343	nan	nan	2.8821668480975006e-20	2.7700631803932114e-16	nan	nan	nan	nan
58797.524765634305	nan	nan	2.870105271854353e-20	2.7700631857936856e-16	nan	nan	nan	nan
58797.57476563431	nan	nan	2.8580940327213917e-20	2.770063191149299e-16	nan	nan	nan	nan
58797.62476563431	nan	nan	2.8461329248693655e-20	2.770063196460421e-16	nan	nan	nan	nan
58797.674765634314	nan	nan	2.8342217433040537e-20	2.7700632017274206e-16	nan	nan	nan	nan
58797.72476563432	nan	nan	2.822360283863124e-20	2.770063206950661e-16	nan	nan	nan	nan
58797.77476563432	nan	nan	2.810548343212906e-20	2.7700632121305036e-16	nan	nan	nan	nan
58797.82476563432	nan	nan	2.7987857188450557e-20	2.7700632172673074e-16	nan	nan	nan	nan
58797.874765634326	nan	nan	2.787072209073273e-20	2.770063222361427e-16	nan	nan	nan	nan
58797.92476563433	nan	nan	2.775407613030052e-20	2.770063227413216e-16	nan	nan	nan	nan
58797.97476563433	nan	nan	2.763791730663711e-20	2.7700632324230225e-16	nan	nan	nan	nan
58798.024765634334	nan	nan	2.752224362734742e-20	2.7700632373911945e-16	nan	nan	nan	nan
58798.07476563434	nan	nan	2.7407053108129527e-20	2.7700632423180756e-16	nan	nan	nan	nan
58798.12476563434	nan	nan	2.729234377274142e-20	2.7700632472040064e-16	nan	nan	nan	nan
58798.17476563434	nan	nan	2.7178113652969877e-20	2.7700632520493266e-16	nan	nan	nan	nan
58798.224765634346	nan	nan	2.7064360788598517e-20	2.77006325685437e-16	nan	nan	nan	nan
58798.27476563435	nan	nan	2.6951083227374845e-20	2.7700632616194706e-16	nan	nan	nan	nan
58798.32476563435	nan	nan	2.6838279024983524e-20	2.7700632663449575e-16	nan	nan	nan	nan
58798.374765634355	nan	nan	2.672594624500623e-20	2.770063271031159e-16	nan	nan	nan	nan
58798.42476563436	nan	nan	2.6614082958901957e-20	2.7700632756783993e-16	nan	nan	nan	nan
58798.47476563436	nan	nan	2.6502687245967073e-20	2.770063280287e-16	nan	nan	nan	nan
58798.52476563436	nan	nan	2.6391757193307707e-20	2.770063284857281e-16	nan	nan	nan	nan
58798.57476563437	nan	nan	2.6281290895809068e-20	2.7700632893895586e-16	nan	nan	nan	nan
58798.62476563437	nan	nan	2.6171286456104965e-20	2.7700632938841474e-16	nan	nan	nan	nan
58798.67476563437	nan	nan	2.606174198454473e-20	2.7700632983413584e-16	nan	nan	nan	nan
58798.724765634375	nan	nan	2.595265559916649e-20	2.770063302761501e-16	nan	nan	nan	nan
58798.77476563438	nan	nan	2.5844025425664733e-20	2.7700633071448814e-16	nan	nan	nan	nan
58798.82476563438	nan	nan	2.5735849597361114e-20	2.7700633114918033e-16	nan	nan	nan	nan
58798.874765634384	nan	nan	2.5628126255172777e-20	2.7700633158025687e-16	nan	nan	nan	nan
58798.92476563439	nan	nan	2.5520853547582615e-20	2.7700633200774765e-16	nan	nan	nan	nan
58798.97476563439	nan	nan	2.5414029630612167e-20	2.7700633243168224e-16	nan	nan	nan	nan
58799.02476563439	nan	nan	2.5307652667788486e-20	2.7700633285209013e-16	nan	nan	nan	nan
58799.074765634396	nan	nan	2.520172083011706e-20	2.7700633326900045e-16	nan	nan	nan	nan
58799.1247656344	nan	nan	2.5096232296049056e-20	2.7700633368244216e-16	nan	nan	nan	nan
58799.1747656344	nan	nan	2.4991185251457487e-20	2.770063340924439e-16	nan	nan	nan	nan
58799.224765634404	nan	nan	2.4886577889600953e-20	2.7700633449903414e-16	nan	nan	nan	nan
58799.27476563441	nan	nan	2.4782408411099526e-20	2.770063349022411e-16	nan	nan	nan	nan
58799.32476563441	nan	nan	2.4678675023904907e-20	2.7700633530209276e-16	nan	nan	nan	nan
58799.37476563441	nan	nan	2.457537594327101e-20	2.7700633569861695e-16	nan	nan	nan	nan
58799.424765634416	nan	nan	2.4472509391722996e-20	2.7700633609184104e-16	nan	nan	nan	nan
58799.47476563442	nan	nan	2.4370073599030254e-20	2.7700633648179244e-16	nan	nan	nan	nan
58799.52476563442	nan	nan	2.4268066802181774e-20	2.7700633686849827e-16	nan	nan	nan	nan
58799.574765634425	nan	nan	2.416648724535036e-20	2.770063372519853e-16	nan	nan	nan	nan
58799.62476563443	nan	nan	2.4065333179869052e-20	2.770063376322802e-16	nan	nan	nan	nan
58799.67476563443	nan	nan	2.3964602864201402e-20	2.7700633800940935e-16	nan	nan	nan	nan
58799.72476563443	nan	nan	2.3864294563915477e-20	2.77006338383399e-16	nan	nan	nan	nan
58799.774765634436	nan	nan	2.3764406551650387e-20	2.770063387542751e-16	nan	nan	nan	nan
58799.82476563444	nan	nan	2.3664937107094278e-20	2.770063391220634e-16	nan	nan	nan	nan
58799.87476563444	nan	nan	2.3565884516953418e-20	2.770063394867895e-16	nan	nan	nan	nan
58799.924765634445	nan	nan	2.3467247074925085e-20	2.770063398484787e-16	nan	nan	nan	nan
58799.97476563445	nan	nan	2.3369023081670923e-20	2.770063402071562e-16	nan	nan	nan	nan
58800.02476563445	nan	nan	2.3271210844787738e-20	2.7700634056284694e-16	nan	nan	nan	nan
58800.074765634454	nan	nan	2.317380867878088e-20	2.770063409155756e-16	nan	nan	nan	nan
58800.12476563446	nan	nan	2.3076814905035868e-20	2.7700634126536667e-16	nan	nan	nan	nan
58800.17476563446	nan	nan	2.2980227851796012e-20	2.7700634161224454e-16	nan	nan	nan	nan
58800.22476563446	nan	nan	2.2884045854126632e-20	2.770063419562333e-16	nan	nan	nan	nan
58800.274765634465	nan	nan	2.2788267253897706e-20	2.7700634229735687e-16	nan	nan	nan	nan
58800.32476563447	nan	nan	2.269289039974953e-20	2.77006342635639e-16	nan	nan	nan	nan
58800.37476563447	nan	nan	2.25979136470695e-20	2.7700634297110325e-16	nan	nan	nan	nan
58800.424765634474	nan	nan	2.25033353579656e-20	2.7700634330377285e-16	nan	nan	nan	nan
58800.47476563448	nan	nan	2.2409153901239126e-20	2.770063436336711e-16	nan	nan	nan	nan
58800.52476563448	nan	nan	2.231536765235625e-20	2.7700634396082077e-16	nan	nan	nan	nan
58800.57476563448	nan	nan	2.222197499342529e-20	2.7700634428524474e-16	nan	nan	nan	nan
58800.624765634486	nan	nan	2.2128974313168278e-20	2.770063446069656e-16	nan	nan	nan	nan
58800.67476563449	nan	nan	2.2036364006895913e-20	2.770063449260057e-16	nan	nan	nan	nan
58800.72476563449	nan	nan	2.1944142476480278e-20	2.7700634524238723e-16	nan	nan	nan	nan
58800.774765634495	nan	nan	2.1852308130329633e-20	2.7700634555613235e-16	nan	nan	nan	nan
58800.8247656345	nan	nan	2.176085938336219e-20	2.7700634586726274e-16	nan	nan	nan	nan
58800.8747656345	nan	nan	2.166979465698145e-20	2.7700634617580014e-16	nan	nan	nan	nan
58800.9247656345	nan	nan	2.1579112379049152e-20	2.77006346481766e-16	nan	nan	nan	nan
58800.974765634506	nan	nan	2.148881098386094e-20	2.7700634678518173e-16	nan	nan	nan	nan
58801.02476563451	nan	nan	2.139888891212057e-20	2.770063470860683e-16	nan	nan	nan	nan
58801.07476563451	nan	nan	2.1309344610913863e-20	2.770063473844468e-16	nan	nan	nan	nan
58801.124765634515	nan	nan	2.1220176533683252e-20	2.77006347680338e-16	nan	nan	nan	nan
