MJD	LT_IOO_B	LT_IOO_B_err	LT_IOO_V	LT_IOO_V_err	LT_IOO_g	LT_IOO_g_err	LT_IOO_i	LT_IOO_i_err	LT_IOO_r	LT_IOO_r_err
58054.67500000444	4.0091745129929797e-16	1.6919836439504285e-17	5.563977918021573e-16	1.61389911406165e-17	4.81751327470232e-16	1.9760903598000602e-17	2.4449352554335853e-16	6.666106235842551e-18	3.8139093813940297e-16	1.4282701163798197e-17
58054.725000004444	4.007964754627059e-16	1.5450858123379926e-17	5.558399520780575e-16	1.578106872131356e-17	4.815182187844671e-16	1.9100469247619703e-17	2.4417454827037237e-16	6.587947525691537e-18	3.8093027825179974e-16	1.404382832215356e-17
58054.77500000445	4.007081124291928e-16	1.408821740856008e-17	5.552893590714886e-16	1.5473503539234466e-17	4.812981498627322e-16	1.852487339620317e-17	2.4385837717695853e-16	6.521799654440462e-18	3.804816069916964e-16	1.3840016325179528e-17
58054.82500000445	4.0065312120756825e-16	1.28875240705191e-17	5.547462601191525e-16	1.5224067301741254e-17	4.810913734721715e-16	1.8051060592127965e-17	2.435450929241949e-16	6.469003473759105e-18	3.8004519309707636e-16	1.3675943798311237e-17
58054.87500000445	4.0063226164770063e-16	1.192084314670671e-17	5.542109026294351e-16	1.504030751435553e-17	4.808981426227244e-16	1.769598371759681e-17	2.432347762001125e-16	6.430842461976536e-18	3.796213054832864e-16	1.355611225370078e-17
58054.925000004456	4.006462944613517e-16	1.1272157075393045e-17	5.536835340854752e-16	1.4929193305202024e-17	4.807187105729559e-16	1.7475491619505835e-17	2.429275077207298e-16	6.408507964586125e-18	3.7921021324754315e-16	1.3484680369823048e-17
58054.97500000446	4.006959812431111e-16	1.1020992340179791e-17	5.53164402048295e-16	1.489673376230827e-17	4.805533308359513e-16	1.740302268870695e-17	2.426233682311187e-16	6.4030636374868035e-18	3.7881218567342934e-16	1.3465290674938983e-17
58055.02500000446	4.007819019116041e-16	1.1211119879278004e-17	5.526537059897371e-16	1.494669846382125e-17	4.804021903081282e-16	1.7486610554239736e-17	2.4232242178825234e-16	6.415217712335599e-18	3.7842743013105123e-16	1.3500293332244702e-17
58055.075000004465	4.0090364977051213e-16	1.18121058992012e-17	5.521513849236231e-16	1.5076359454347607e-17	4.802651144269749e-16	1.7720566156812864e-17	2.420246420550133e-16	6.444447441413515e-18	3.780558182761096e-16	1.358794944905062e-17
58055.12500000447	4.010604866818596e-16	1.2748971709822573e-17	5.516572902623656e-16	1.527994672528824e-17	4.801418071542516e-16	1.80921996617496e-17	2.4172997229275504e-16	6.489710765957159e-18	3.776971089079185e-16	1.3724703568660123e-17
58055.17500000447	4.0125167514535004e-16	1.3937694980830995e-17	5.511712734331879e-16	1.5550676044560735e-17	4.80031972613913e-16	1.8586196528755135e-17	2.4143835576976484e-16	6.549832928104851e-18	3.7735106092886327e-16	1.3906461376403414e-17
58055.22500000447	4.0147647852859614e-16	1.5303964308117027e-17	5.506931859424306e-16	1.58811351532997e-17	4.79935315176982e-16	1.9185939602319386e-17	2.411497357835145e-16	6.6235427734709136e-18	3.770174334256065e-16	1.412876611827182e-17
58055.275000004476	4.017341610468179e-16	1.6789535529009486e-17	5.502228793736073e-16	1.626364363337599e-17	4.798515394547688e-16	1.987465533201675e-17	2.408640556599186e-16	6.7095080102939665e-18	3.76695985665103e-16	1.438696685234436e-17
58055.32500000448	4.020239877425723e-16	1.8351283458410557e-17	5.49760205385668e-16	1.669055498416996e-17	4.797803502920275e-16	2.063626121895382e-17	2.4058125875264015e-16	6.8063676870509746e-18	3.763864770906055e-16	1.4676366812548708e-17
58055.37500000448	4.0234522446556177e-16	1.9957910729333975e-17	5.493050157111704e-16	1.7154485903371044e-17	4.797214527602083e-16	2.1455896030133342e-17	2.403012884423683e-16	6.91276051713758e-18	3.760886673177187e-16	1.4992344652945052e-17
58055.425000004485	4.026971378523826e-16	2.1586687030664895e-17	5.488571621543841e-16	1.7648472423329196e-17	4.796745521506035e-16	2.2320181262101144e-17	2.4002408813610544e-16	7.027348318851647e-18	3.758023161304214e-16	1.5330446239616052e-17
58055.47500000449	4.0307899530633236e-16	2.32209046869367e-17	5.484164965895786e-16	1.8166061949907096e-17	4.796393539675832e-16	2.3217287563904287e-17	2.397496012664585e-16	7.148834393192975e-18	3.7552718347708432e-16	1.568644835541764e-17
58055.52500000449	4.0349006497721283e-16	2.484806259615546e-17	5.479828709591075e-16	1.8701354537802427e-17	4.796155639217831e-16	2.4136877300554048e-17	2.394777712909308e-16	7.275977079957363e-18	3.7526302946650496e-16	1.6056397961584105e-17
58055.57500000449	4.0392961574119814e-16	2.6458614214323396e-17	5.47556137271621e-16	1.9249007286904068e-17	4.796028879233237e-16	2.5069979401281724e-17	2.39208541691197e-16	7.407599006209165e-18	3.750096143639624e-16	1.6436631681450072e-17
58055.6250000045	4.043969171805842e-16	2.8045112794435744e-17	5.471361476002451e-16	1.98042141400398e-17	4.796010320750254e-16	2.6008835334409927e-17	2.3894185597240537e-16	7.542592683089462e-18	3.747666985872299e-16	1.6823780277876915e-17
58055.6750000045	4.0489123956375936e-16	2.9601626297728155e-17	5.467227540807636e-16	2.0362670869787594e-17	4.796097026656161e-16	2.6946740366129193e-17	2.3867765766245426e-16	7.679923147532111e-18	3.745340427026048e-16	1.7214762443376756e-17
58055.7250000045	4.054118538249796e-16	3.112333329761682e-17	5.463158089097801e-16	2.0920532471276067e-17	4.796286061629547e-16	2.7877893562609364e-17	2.3841589031128603e-16	7.818628316016953e-18	3.743114074209859e-16	1.7606771507103854e-17
58055.775000004505	4.0595803154429117e-16	3.2606240494404965e-17	5.459151643429303e-16	2.1474367938724256e-17	4.796574492072483e-16	2.87972629533767e-17	2.3815649749017804e-16	7.95781764628523e-18	3.740985535938784e-16	1.7997257883369548e-17
58055.82500000451	4.065290449274377e-16	3.404698256178278e-17	5.455206726930102e-16	2.2021115633341626e-17	4.796959386042916e-16	2.9700468005129414e-17	2.3789942279103207e-16	8.096669612268454e-18	3.738952422094624e-16	1.8383909363832455e-17
58055.87500000451	4.071241667857174e-16	3.544267833937905e-17	5.451321863282303e-16	2.255804115464828e-17	4.797437813186565e-16	3.0583679178022775e-17	2.3764460982565943e-16	8.23442840328361e-18	3.737012343885966e-16	1.876463074293123e-17
58055.925000004514	4.077426705159739e-16	3.679082606985373e-17	5.447495576703145e-16	2.3082698720884948e-17	4.798006844669621e-16	3.144353315162678e-17	2.3739200222506194e-16	8.370400169514076e-18	3.7351629138093546e-16	1.9137523778983536e-17
58055.97500000452	4.0838383008043807e-16	3.808922604537829e-17	5.443726391927267e-16	2.3592896468663875e-17	4.798663553110955e-16	3.22770618320638e-17	2.3714154363874346e-16	8.503949058181407e-18	3.733401745608982e-16	1.9500868124146826e-17
58056.02500000452	4.090469199867731e-16	3.933592274980077e-17	5.44001283418901e-16	2.408666570733122e-17	4.799405012514173e-16	3.3081633168053675e-17	2.3689317773397926e-16	8.634493219013464e-18	3.7317264542375204e-16	1.985310358898675e-17
58056.07500000452	4.097312152679255e-16	4.0529161046089556e-17	5.436353429202935e-16	2.4562233944437512e-17	4.800228298200283e-16	3.385490192101162e-17	2.3664684819511715e-16	8.761500905484252e-18	3.7301346558170193e-16	2.0192813919191257e-17
58056.125000004526	4.1043599146215827e-16	4.166735260979932e-17	5.432746703147027e-16	2.5018001382989416e-17	4.80113048674001e-16	3.459476873823262e-17	2.364024987228564e-16	8.884486756877683e-18	3.728623967598572e-16	2.0518712135328264e-17
58056.17500000453	4.1116052459299413e-16	4.2749049926106336e-17	5.429191182643831e-16	2.5452520541344954e-17	4.802108655886058e-16	3.529934610843789e-17	2.361600730335508e-16	9.003008314931836e-18	3.7271920079235824e-16	2.0829627406310137e-17
58056.22500000453	4.1190409114919694e-16	4.377292593510929e-17	5.425685394742071e-16	2.5864478638303672e-17	4.803159884505542e-16	3.5966930001506145e-17	2.359195148584879e-16	9.116662805965686e-18	3.725836396183968e-16	2.1124493377322415e-17
