MJD	CfA34SH_B	CfA34SH_B_err	CfA34SH_I	CfA34SH_I_err	CfA34SH_R	CfA34SH_R_err	CfA34SH_V	CfA34SH_V_err
52950.619257813494	1.9592298896617886e-15	1.5152003523008416e-16	7.618073223174742e-16	4.413136760908048e-17	1.0571824495485326e-15	5.3015701281021653e-17	2.0853582468805603e-15	1.379167637219568e-16
52950.6692578135	1.952563174493419e-15	1.5199873488394607e-16	7.611685853101809e-16	4.4346102684673146e-17	1.0550796067799168e-15	5.304154811166693e-17	2.0808400722257404e-15	1.3850229774149666e-16
52950.7192578135	1.9458979743975066e-15	1.5247068310637437e-16	7.605260944340199e-16	4.456000977758538e-17	1.0529767375772902e-15	5.306688140139183e-17	2.076303326841243e-15	1.3908130089858916e-16
52950.7692578135	1.9392343711743103e-15	1.529358700058953e-16	7.59879865597217e-16	4.4773083085324294e-17	1.0508738580207935e-15	5.3091684957550743e-17	2.0717481833398767e-15	1.396537390382866e-16
52950.819257813506	1.9325724466259367e-15	1.533942859873348e-16	7.592299146936398e-16	4.498531687057531e-17	1.04877098419026e-15	5.311594285032927e-17	2.067174814170663e-15	1.402195785784187e-16
52950.86925781351	1.9259122825551526e-15	1.53845921746536e-16	7.585762576030215e-16	4.519670546017184e-17	1.0466681321658303e-15	5.313963941028172e-17	2.0625833916204196e-15	1.4077878650266045e-16
52950.91925781351	1.919253960766829e-15	1.5429076826542846e-16	7.579189101908283e-16	4.540724324404742e-17	1.0445653180276452e-15	5.316275922562368e-17	2.0579740878151163e-15	1.4133133035387645e-16
52950.969257813515	1.9125975630670695e-15	1.547288168072062e-16	7.572578883084862e-16	4.5616924674258694e-17	1.0424625578556918e-15	5.3185287139626706e-17	2.0533470747210977e-15	1.418771782275917e-16
52951.01925781352	1.9059431712636575e-15	1.5516005891169204e-16	7.56593207793286e-16	4.582574426400789e-17	1.040359867730111e-15	5.320720824804803e-17	2.0487025241464607e-15	1.424162987656867e-16
52951.06925781352	1.8992908671663323e-15	1.5558448639085532e-16	7.559248844685663e-16	4.6033696586709506e-17	1.0382572637308896e-15	5.3228507896398305e-17	2.0440406077423316e-15	1.429486611502391e-16
52951.11925781352	1.892640732586512e-15	1.5600209132459073e-16	7.552529341436657e-16	4.62407762750677e-17	1.0361547619373986e-15	5.3249171677447225e-17	2.039361497004193e-15	1.434742350975743e-16
52951.169257813526	1.885992849337869e-15	1.5641286605643906e-16	7.545773726140409e-16	4.6446978020185626e-17	1.0340523784296251e-15	5.326918542837956e-17	2.0346653632734557e-15	1.439929908524779e-16
52951.21925781353	1.8793472992361797e-15	1.5681680318976017e-16	7.53898215661278e-16	4.665229657072425e-17	1.03195012928771e-15	5.3288535228551744e-17	2.029952377738308e-15	1.4450489918252088e-16
52951.26925781353	1.8727041640993672e-15	1.5721389558373418e-16	7.532154790531957e-16	4.685672673202323e-17	1.029848030592102e-15	5.330720739639009e-17	2.0252227114354414e-15	1.4500993137263368e-16
52951.319257813535	1.8660635257475443e-15	1.5760413634973912e-16	7.52529178543824e-16	4.706026336531227e-17	1.0277460984217103e-15	5.332518848716766e-17	2.020476535251232e-15	1.455080592197607e-16
52951.36925781354	1.8594254660035888e-15	1.5798751884779332e-16	7.51839329873537e-16	4.7262901386904503e-17	1.025644348856676e-15	5.3342465290368995e-17	2.0157140199230666e-15	1.4599925502767592e-16
52951.41925781354	1.852790066692672e-15	1.5836403668303384e-16	7.511459487690645e-16	4.74646357674172e-17	1.0235427979780633e-15	5.3359024826759757e-17	2.0109353360406503e-15	1.4648349160197206e-16
52951.469257813544	1.8461574096427948e-15	1.5873368370247125e-16	7.504490509435387e-16	4.7665461531024324e-17	1.0214414618650895e-15	5.337485434628426e-17	2.0061406540473244e-15	1.4696074224516163e-16
52951.51925781355	1.839527576684614e-15	1.5909645399172018e-16	7.497486520965765e-16	4.786537375471424e-17	1.0193403565972799e-15	5.3389941325128156e-17	2.001330144241485e-15	1.474309807519052e-16
52951.56925781355	1.8329006496518687e-15	1.5945234187199018e-16	7.490447679143062e-16	4.8064367567576754e-17	1.0172394982563145e-15	5.3404273463412827e-17	1.9965039767777364e-15	1.4789418140442675e-16
52951.61925781355	1.8262767103810206e-15	1.5980134189698154e-16	7.483374140694227e-16	4.8262438150109454e-17	1.0151389029209488e-15	5.341783868241616e-17	1.9916623216683044e-15	1.4835031896797842e-16
52951.669257813555	1.819655840711974e-15	1.6014344885012e-16	7.476266062213059e-16	4.84595807335314e-17	1.0130385866719393e-15	5.3430625122297086e-17	1.9868053487843796e-15	1.4879936868649673e-16
52951.71925781356	1.8130381224873115e-15	1.6047865774176974e-16	7.469123600159166e-16	4.86557905991226e-17	1.010938565589889e-15	5.3442621139463037e-17	1.9819332278573927e-15	1.4924130627833413e-16
52951.76925781356	1.8064236375535065e-15	1.6080696380649652e-16	7.461946910860296e-16	4.8851063077584086e-17	1.0088388557550922e-15	5.345381530409979e-17	1.9770461284803292e-15	1.4967610793212322e-16
52951.819257813564	1.799812467760221e-15	1.6112836250053898e-16	7.45473615051198e-16	4.9045393548399016e-17	1.0067394732478442e-15	5.3464196397567365e-17	1.972144220109004e-15	1.5010375030276903e-16
52951.86925781357	1.793204694960689e-15	1.6144284949935948e-16	7.447491475177939e-16	4.923877743923289e-17	1.0046404341487473e-15	5.3473753410294824e-17	1.967227672063466e-15	1.5052421050753938e-16
52951.91925781357	1.786600401011524e-15	1.6175042069510552e-16	7.440213040790829e-16	4.9431210225313627e-17	1.0025417545390203e-15	5.348247553897146e-17	1.9622966535292716e-15	1.5093746612224364e-16
52951.96925781357	1.7799996677736115e-15	1.6205107219439203e-16	7.432901003153167e-16	4.962268742887009e-17	1.0004434504984957e-15	5.349035218443625e-17	1.9573513335587747e-15	1.5134349517757259e-16
52952.019257813576	1.77340257711124e-15	1.6234480031613509e-16	7.425555517936693e-16	4.9813204618554554e-17	9.98345538109008e-16	5.3497372948994734e-17	1.95239188107242e-15	1.5174227615544152e-16
52952.06925781358	1.766809210892906e-15	1.6263160158915926e-16	7.418176740684632e-16	5.000275740888365e-17	9.962480334514677e-16	5.3503527634305726e-17	1.9474184648602015e-15	1.5213378798558489e-16
52952.11925781358	1.7602196509910608e-15	1.6291147275040992e-16	7.410764826810485e-16	5.019134145969842e-17	9.941509526061697e-16	5.3508806238925e-17	1.9424312535826663e-15	1.5251801004206616e-16
52952.169257813584	1.7536339792824917e-15	1.6318441074265827e-16	7.403319931599967e-16	5.037895247563593e-17	9.920543116555637e-16	5.351319895600125e-17	1.9374304157726036e-15	1.5289492214003693e-16
52952.21925781359	1.7470522776483229e-15	1.6345041271283526e-16	7.395842210210425e-16	5.0565586205619007e-17	9.899581266804066e-16	5.351669617098771e-17	1.9324161198360304e-15	1.532645045324995e-16
52952.26925781359	1.7404746279737816e-15	1.6370947600994652e-16	7.38833181767192e-16	5.0751238442339185e-17	9.878624137625324e-16	5.351928845930917e-17	1.9273885340537103e-15	1.5362673790720471e-16
52952.31925781359	1.7339011121488991e-15	1.6396159818336623e-16	7.380788908888167e-16	5.0935905021775377e-17	9.857671889837753e-16	5.352096658415953e-17	1.9223478265824543e-15	1.5398160338359158e-16
52952.369257813596	1.7273318120681713e-15	1.642067769810803e-16	7.373213638635624e-16	5.1119581822707625e-17	9.836724684258157e-16	5.3521721494316327e-17	1.917294165456132e-15	1.5432908250985371e-16
52952.4192578136	1.7207668096311106e-15	1.6444501034802892e-16	7.365606161566195e-16	5.130226476625039e-17	9.815782681707956e-16	5.352154432182789e-17	1.9122277185873843e-15	1.546691572600878e-16
52952.4692578136	1.7142061867415453e-15	1.6467629642441332e-16	7.357966632205409e-16	5.148394981539156e-17	9.794846043014728e-16	5.35204263799539e-17	1.9071486537686943e-15	1.5500181003150188e-16
52952.519257813605	1.7076500253087454e-15	1.649006335442615e-16	7.350295204955091e-16	5.1664632974546804e-17	9.773914928998354e-16	5.3518359160948705e-17	1.9020571386737332e-15	1.5532702364169671e-16
52952.56925781361	1.7010984072469769e-15	1.6511802023374846e-16	7.342592034091835e-16	5.1844310289117653e-17	9.752989500480255e-16	5.351533433392355e-17	1.8969533408587047e-15	1.556447813260664e-16
52952.61925781361	1.6945514144755223e-15	1.6532845520991672e-16	7.334857273769472e-16	5.2022977845069305e-17	9.732069918301867e-16	5.351134374279544e-17	1.891837427763564e-15	1.5595506673524338e-16
52952.66925781361	1.6880091289187454e-15	1.6553193737926195e-16	7.327091078017922e-16	5.2200631768506064e-17	9.711156343283067e-16	5.3506379404147996e-17	1.88670956671344e-15	1.5625786393262716e-16
52952.71925781362	1.6814716325069406e-15	1.657284658360359e-16	7.319293600745224e-16	5.23772682252671e-17	9.690248936257594e-16	5.350043350529329e-17	1.8815699249197444e-15	1.5655315739195475e-16
52952.76925781362	1.6749390071754833e-15	1.659180398616138e-16	7.311464995736883e-16	5.2552883420519544e-17	9.669347858065338e-16	5.349349840207102e-17	1.8764186694817453e-15	1.5684093199505024e-16
52952.81925781362	1.6684113348655095e-15	1.6610065892252998e-16	7.303605416656731e-16	5.2727473598377514e-17	9.6484532695385e-16	5.348556661710768e-17	1.8712559673876e-15	1.571211730294641e-16
52952.869257813625	1.6618886975238318e-15	1.6627632266979694e-16	7.295715017048121e-16	5.2901035041515363e-17	9.62756533151851e-16	5.3476630837539156e-17	1.8660819855158908e-15	1.5739386618636128e-16
52952.91925781363	1.6553711771031293e-15	1.6644503093742524e-16	7.287793950333405e-16	5.307356407078934e-17	9.606684204851421e-16	5.3466683913353485e-17	1.860896890636621e-15	1.576589975583795e-16
52952.96925781363	1.6488588555619066e-15	1.6660678374149068e-16	7.279842369814783e-16	5.3245057044874126e-17	9.585810050375586e-16	5.3455718855303524e-17	1.8557008494128646e-15	1.579165536375603e-16
52953.019257813634	1.6423518148648327e-15	1.6676158127891617e-16	7.271860428675565e-16	5.3415510359908755e-17	9.564943028937058e-16	5.344372883303653e-17	1.8504940284018245e-15	1.5816652131337346e-16
52953.06925781364	1.6358501369826565e-15	1.669094239265526e-16	7.263848279979527e-16	5.3584920449144084e-17	9.544083301389582e-16	5.343070717333421e-17	1.8452765940562357e-15	1.5840888787077397e-16
52953.11925781364	1.6293539038925257e-15	1.6705031224004382e-16	7.255806076672727e-16	5.375328378259123e-17	9.523231028582291e-16	5.341664735813569e-17	1.8400487127255285e-15	1.5864364098835516e-16
52953.16925781364	1.6228631975776678e-15	1.6718424695307123e-16	7.247733971582482e-16	5.392059686670602e-17	9.50238637137509e-16	5.3401543022792706e-17	1.8348105506573624e-15	1.5887076873653712e-16
52953.219257813646	1.6163781000281771e-15	1.673112289761547e-16	7.239632117419306e-16	5.4086856244037666e-17	9.481549490621725e-16	5.3385387954359096e-17	1.829562273998622e-15	1.5909025957582275e-16
52953.26925781365	1.6098986932402486e-15	1.6743125939606814e-16	7.231500666776668e-16	5.4252058492920714e-17	9.460720547182106e-16	5.336817608965534e-17	1.8243040487970137e-15	1.5930210235511318e-16
52953.31925781365	1.6034250592172837e-15	1.6754433947469145e-16	7.223339772131617e-16	5.4416200227160465e-17	9.439899701920754e-16	5.3349901513748285e-17	1.8190360410021054e-15	1.5950628631009146e-16
52953.369257813654	1.596957279969168e-15	1.6765047064839694e-16	7.215149585845482e-16	5.457927809571904e-17	9.419087115705274e-16	5.333055845809905e-17	1.8137584164668163e-15	1.5970280106163742e-16
52953.41925781366	1.5904954375127172e-15	1.6774965452726248e-16	7.206930260164547e-16	5.4741288782411465e-17	9.398282949406345e-16	5.3310141298889627e-17	1.8084713409485024e-15	1.5989163661432897e-16
52953.46925781366	1.5840396138719956e-15	1.6784189289413496e-16	7.19868194721979e-16	5.490222900562424e-17	9.37748736389311e-16	5.3288644555459805e-17	1.80317498011048e-15	1.6007278335498054e-16
52953.51925781366	1.5775898910779134e-15	1.6792718770409995e-16	7.190404799028347e-16	5.5062095518007134e-17	9.35670052004395e-16	5.326606288863285e-17	1.7978694995231303e-15	1.6024623205124938e-16
52953.569257813666	1.571146351168927e-15	1.6800554108372874e-16	7.182098967493337e-16	5.5220885106200955e-17	9.335922578738781e-16	5.324239109912834e-17	1.7925550646652853e-15	1.6041197385027476e-16
52953.61925781367	1.5647090761903589e-15	1.6807695533032724e-16	7.173764604404862e-16	5.5378594590560704e-17	9.315153700863679e-16	5.3217624125947375e-17	1.7872318409255292e-15	1.6057000027738108e-16
52953.66925781367	1.558278148195483e-15	1.6814143291150522e-16	7.165401861440475e-16	5.553522082487326e-17	9.294394047300103e-16	5.319175704483705e-17	1.7818999936034346e-15	1.6072030323485396e-16
52953.719257813675	1.5518536492451194e-15	1.6819897646436155e-16	7.157010890165063e-16	5.569076069610123e-17	9.273643778941821e-16	5.316478506681895e-17	1.776559687910864e-15	1.6086287500073398e-16
52953.76925781368	1.5454356614073794e-15	1.6824958879498832e-16	7.148591842032372e-16	5.584521112411169e-17	9.252903056674915e-16	5.313670353666672e-17	1.7712110889731284e-15	1.6099770822766452e-16
52953.81925781368	1.539024266758411e-15	1.6829327287802096e-16	7.140144868384392e-16	5.59985690614314e-17	9.23217204140239e-16	5.3107507931370597e-17	1.7658543618307295e-15	1.6112479594185263e-16
52953.86925781368	1.5326195473823328e-15	1.683300318559152e-16	7.131670120453238e-16	5.615083149298509e-17	9.211450894031874e-16	5.3077193858849497e-17	1.760489671440046e-15	1.6124413154195284e-16
52953.919257813686	1.5262215853710663e-15	1.6835986903862913e-16	7.123167749360412e-16	5.630199543585254e-17	9.190739775454063e-16	5.3045757056304944e-17	1.7551171826749852e-15	1.6135570879812634e-16
52953.96925781369	1.5198304628249289e-15	1.6838278790306612e-16	7.114637906118096e-16	5.645205793903348e-17	9.170038846582737e-16	5.301319338897543e-17	1.7497370603282782e-15	1.614595218511043e-16
52954.01925781369	1.5134462618520619e-15	1.6839879209259134e-16	7.106080741629153e-16	5.660101608319915e-17	9.149348268336306e-16	5.297949884885476e-17	1.7443494691125409e-15	1.6155556521125714e-16
52954.069257813695	1.5070690645692583e-15	1.6840788541671513e-16	7.0974964066879185e-16	5.67488669804698e-17	9.12866820162393e-16	5.2944669553027665e-17	1.7389545736617917e-15	1.6164383375775034e-16
52954.1192578137	1.500698953101623e-15	1.6841007185055983e-16	7.088885051981053e-16	5.689560777418225e-17	9.107998807370177e-16	5.290870174269824e-17	1.73355253853263e-15	1.6172432273779317e-16
52954.1692578137	1.4943360095829348e-15	1.6840535553466954e-16	7.080246828087159e-16	5.704123563866889e-17	9.0873402464996e-16	5.287159178171268e-17	1.728143528205489e-15	1.6179702776582377e-16
52954.219257813704	1.4879803161554541e-15	1.6839374077437784e-16	7.071581885478368e-16	5.718574777903876e-17	9.066692679941385e-16	5.283333615523643e-17	1.7227277070859132e-15	1.6186194482282155e-16
52954.26925781371	1.4816319549703483e-15	1.6837523203980123e-16	7.062890374519867e-16	5.732914143096116e-17	9.046056268624705e-16	5.2793931468617113e-17	1.7173052395060472e-15	1.6191907025565414e-16
52954.31925781371	1.4752910081875435e-15	1.6834983396520044e-16	7.054172445471226e-16	5.74714138604575e-17	9.025431173492598e-16	5.275337444612496e-17	1.7118762897255997e-15	1.619684007764405e-16
52954.36925781371	1.4689575579760432e-15	1.6831755134894896e-16	7.045428248486244e-16	5.761256236369355e-17	9.004817555488096e-16	5.2711661929755526e-17	1.7064410219334849e-15	1.6200993346201995e-16
52954.419257813715	1.4626316865139278e-15	1.6827838915314634e-16	7.036657933614187e-16	5.775258426677742e-17	8.984215575552692e-16	5.2668790877955216e-17	1.7009996002486498e-15	1.6204366575334597e-16
52954.46925781372	1.456313475988483e-15	1.6823235250331812e-16	7.027861650799345e-16	5.789147692555709e-17	8.963625394638656e-16	5.2624758364656004e-17	1.6955521887217733e-15	1.6206959545507932e-16
52954.51925781372	1.450003008596241e-15	1.6817944668830892e-16	7.019039549882678e-16	5.802923772543467e-17	8.943047173702879e-16	5.257956157792383e-17	1.6900989513363874e-15	1.6208772073511133e-16
52954.569257813724	1.4437003665433013e-15	1.6811967716001963e-16	7.010191780601373e-16	5.816586408116447e-17	8.922481073708406e-16	5.25331978189852e-17	1.6846400520101808e-15	1.6209804012415573e-16
52954.61925781373	1.4374056320452227e-15	1.680530495331064e-16	7.001318492589759e-16	5.830135343667394e-17	8.901927255615201e-16	5.248566450116885e-17	1.6791756545961391e-15	1.6210055251542113e-16
52954.66925781373	1.4311188873270662e-15	1.6797956958504906e-16	6.992419835379857e-16	5.843570326487022e-17	8.881385880400168e-16	5.2436959148668134e-17	1.6737059228840669e-15	1.6209525716426743e-16
52954.71925781373	1.4248402146239485e-15	1.6789924325573764e-16	6.983495958402237e-16	5.856891106746742e-17	8.86085710903097e-16	5.238707939564372e-17	1.6682310206016829e-15	1.6208215368799153e-16
52954.769257813736	1.4185696961804459e-15	1.6781207664751624e-16	6.974547010985168e-16	5.870097437480993e-17	8.840341102492204e-16	5.233602298517026e-17	1.6627511114159336e-15	1.6206124206552437e-16
52954.81925781374	1.412307414251615e-15	1.6771807602493953e-16	6.965573142357047e-16	5.883189074569334e-17	8.819838021770007e-16	5.228378776826743e-17	1.6572663589344472e-15	1.6203252263731877e-16
52954.86925781374	1.4060534511020787e-15	1.6761724781480895e-16	6.956574501645351e-16	5.89616577671891e-17	8.799348027855133e-16	5.223037170280488e-17	1.651776926706496e-15	1.6199599610515456e-16
52954.919257813744	1.3998078890069828e-15	1.675095986059444e-16	6.947551237878071e-16	5.909027305449429e-17	8.778871281735261e-16	5.2175772852639074e-17	1.6462829782245733e-15	1.619516635320657e-16
52954.96925781375	1.3935708102516982e-15	1.6739513514921167e-16	6.938503499983857e-16	5.921773425074821e-17	8.758407944424236e-16	5.2119989386709696e-17	1.640784676925339e-15	1.6189952634227428e-16
52955.01925781375	1.3873422971316934e-15	1.6727386435743875e-16	6.929431436792491e-16	5.934403902688074e-17	8.73795817691589e-16	5.2063019578024885e-17	1.6352821861913798e-15	1.6183958632120698e-16
52955.06925781375	1.381122431953619e-15	1.671457933054161e-16	6.920335197035387e-16	5.946918508145182e-17	8.717522140230228e-16	5.20048618028471e-17	1.6297756693519963e-15	1.61771845615451e-16
52955.119257813756	1.3749112970340316e-15	1.6701092922978464e-16	6.911214929346407e-16	5.959317014049742e-17	8.697099995379558e-16	5.194551453977544e-17	1.6242652896848602e-15	1.616963067328772e-16
52955.16925781376	1.368708974700776e-15	1.6686927952920983e-16	6.902070782262426e-16	5.971599195737043e-17	8.67669190339004e-16	5.1884976368919095e-17	1.6187512104169056e-15	1.6161297254270389e-16
52955.21925781376	1.3625155472921566e-15	1.6672085176425295e-16	6.892902904222711e-16	5.983764831260071e-17	8.656298025284757e-16	5.182324597110769e-17	1.6132335947260457e-15	1.6152184627571792e-16
52955.269257813765	1.3563310971576585e-15	1.6656565365733128e-16	6.883711443571357e-16	5.995813701374309e-17	8.635918522105264e-16	5.176032212698894e-17	1.6077126057420578e-15	1.6142293152439798e-16
52955.31925781377	1.3501557066577372e-15	1.6640369309303043e-16	6.874496548555619e-16	6.007745589522726e-17	8.615553554885419e-16	5.16962037162801e-17	1.602188406548133e-15	1.6131623224315496e-16
52955.36925781377	1.3439894581640506e-15	1.6623497811801743e-16	6.865258367328723e-16	6.019560281822243e-17	8.595203284666779e-16	5.163088971704806e-17	1.5966611601819705e-15	1.6120175274864937e-16
52955.41925781377	1.3378324340595238e-15	1.6605951694096474e-16	6.855997047948463e-16	6.031257567050458e-17	8.574867872517069e-16	5.1564379204907624e-17	1.5911310296371791e-15	1.6107949772005727e-16
52955.46925781378	1.331684716738455e-15	1.6587731793295241e-16	6.846712738378518e-16	6.042837236630347e-17	8.554547479476302e-16	5.14966713522395e-17	1.5855981778644592e-15	1.609494721994373e-16
52955.51925781378	1.3255463886066216e-15	1.6568838962734966e-16	6.83740558648919e-16	6.054299084617806e-17	8.534242266616825e-16	5.142776542772097e-17	1.5800627677730038e-15	1.6081168159217173e-16
52955.56925781378	1.3194175320815358e-15	1.6549274072004298e-16	6.828075740057307e-16	6.065642907688892e-17	8.513952395003284e-16	5.135766079524432e-17	1.5745249622315322e-15	1.6066613166734207e-16
52955.619257813785	1.3132982295923595e-15	1.652903800694959e-16	6.818723346767089e-16	6.076868505126007e-17	8.493678025718796e-16	5.128635691363783e-17	1.568984924069874e-15	1.6051282855824254e-16
52955.66925781379	1.3071885635799673e-15	1.650813166970543e-16	6.809348554210925e-16	6.087975678805482e-17	8.473419319835706e-16	5.121385333575795e-17	1.5634428160800037e-15	1.603517787629203e-16
52955.71925781379	1.301088616497309e-15	1.648655597869143e-16	6.799951509889004e-16	6.098964233185775e-17	8.453176438450988e-16	5.114014970800501e-17	1.557898801017415e-15	1.6018298914468678e-16
52955.769257813794	1.2949984708092599e-15	1.6464311868644432e-16	6.790532361211126e-16	6.109833975293904e-17	8.432949542655458e-16	5.1065245769548934e-17	1.55235304160239e-15	1.6000646693279107e-16
52955.8192578138	1.2889182089931105e-15	1.6441400290634996e-16	6.7810912554955625e-16	6.12058471471509e-17	8.412738793552247e-16	5.0989141352027995e-17	1.5468057005212345e-15	1.5982221972301338e-16
52955.8692578138	1.2828479135380557e-15	1.6417822212089197e-16	6.771628339971285e-16	6.131216263579376e-17	8.392544352250645e-16	5.0911836378646087e-17	1.541256940427635e-15	1.596302554783906e-16
52955.9192578138	1.2767876669459177e-15	1.6393578616810973e-16	6.76214376177726e-16	6.141728436551409e-17	8.372366379858401e-16	5.083333086377479e-17	1.5357069239437892e-15	1.594305825299312e-16
52955.969257813806	1.2707375517310614e-15	1.6368670505006166e-16	6.752637667963394e-16	6.152121050817849e-17	8.352205037498659e-16	5.0753624912544125e-17	1.5301558136618055e-15	1.5922320957738534e-16
52956.01925781381	1.2646976504200322e-15	1.6343098893304052e-16	6.743110205490848e-16	6.162393926077496e-17	8.3320604863038e-16	5.067271872004395e-17	1.5246037721449567e-15	1.5900814569010292e-16
52956.06925781381	1.2586680455526623e-15	1.6316864814795747e-16	6.733561521232951e-16	6.172546884529e-17	8.311932887406202e-16	5.05906125710569e-17	1.5190509619288435e-15	1.587854003078389e-16
52956.119257813814	1.2526488196810073e-15	1.6289969319051924e-16	6.723991761975587e-16	6.1825797508618e-17	8.291822401949024e-16	5.050730683951446e-17	1.5134975455228319e-15	1.5855498324171318e-16
52956.16925781382	1.2466400553705363e-15	1.6262413472161073e-16	6.714401074417214e-16	6.192492352243338e-17	8.271729191078497e-16	5.042280198801177e-17	1.5079436854112777e-15	1.5831690467514266e-16
52956.21925781382	1.2406418351994742e-15	1.6234198356746326e-16	6.704789605169578e-16	6.202284518311276e-17	8.251653415947018e-16	5.033709856740602e-17	1.502389544054605e-15	1.580711751647797e-16
52956.26925781382	1.2346542417593528e-15	1.6205325072024975e-16	6.695157500759116e-16	6.21195608116126e-17	8.231595237719291e-16	5.0250197216369355e-17	1.4968352838908901e-15	1.5781780564166439e-16
52956.319257813826	1.228677357654863e-15	1.6175794733812258e-16	6.68550490762596e-16	6.221506875337718e-17	8.2115548175708e-16	5.016209866100121e-17	1.4912810673368778e-15	1.575568074121967e-16
52956.36925781383	1.2227112655037698e-15	1.6145608474581369e-16	6.675831972125406e-16	6.230936737825e-17	8.191532316672411e-16	5.007280371445151e-17	1.4857270567894348e-15	1.5728819215933384e-16
52956.41925781383	1.216756047937953e-15	1.6114767443490347e-16	6.666138840528324e-16	6.240245508036003e-17	8.171527896207304e-16	4.9982313276554906e-17	1.4801734146266185e-15	1.5701197194372574e-16
52956.469257813835	1.210811787602346e-15	1.6083272806418673e-16	6.656425659021653e-16	6.249433027804167e-17	8.151541717375594e-16	4.9890628333418616e-17	1.4746203032092438e-15	1.5672815920495824e-16
52956.51925781384	1.2048785671557626e-15	1.6051125746017994e-16	6.646692573708441e-16	6.258499141373895e-17	8.131573941368157e-16	4.9797749957298344e-17	1.4690678848818028e-15	1.5643676676279797e-16
52956.56925781384	1.1989564692708353e-15	1.6018327461735646e-16	6.636939730608742e-16	6.267443695390906e-17	8.111624729391266e-16	4.970367930597948e-17	1.4635163219740416e-15	1.5613780781851532e-16
52956.61925781384	1.1930455766339719e-15	1.5984879169882024e-16	6.627167275660447e-16	6.276266538894671e-17	8.091694242665045e-16	4.960841762281382e-17	1.4579657768019753e-15	1.558312959562688e-16
52956.669257813846	1.1871459719456526e-15	1.5950782103654634e-16	6.617375354719398e-16	6.284967523307629e-17	8.071782642411162e-16	4.951196623620364e-17	1.4524164116694031e-15	1.5551724514444607e-16
52956.71925781385	1.1812577379208776e-15	1.5916037513200529e-16	6.607564113558978e-16	6.293546502429562e-17	8.05189008985282e-16	4.941432655943973e-17	1.4468683888689773e-15	1.5519566973719149e-16
52956.76925781385	1.1753809572880394e-15	1.5880646665641434e-16	6.597733697873046e-16	6.302003332426429e-17	8.032016746236315e-16	4.9315500090584327e-17	1.4413218706835332e-15	1.5486658447583875e-16
52956.819257813855	1.1695157127906453e-15	1.584461084516254e-16	6.587884253273969e-16	6.310337871823326e-17	8.01216277279255e-16	4.9215488411961263e-17	1.4357770193874998e-15	1.5453000449054889e-16
52956.86925781386	1.1636620871862965e-15	1.5807931353015075e-16	6.578015925294388e-16	6.318549981497214e-17	7.99232833079707e-16	4.911429319033293e-17	1.4302339972479416e-15	1.5418594530184068e-16
52956.91925781386	1.157820163247327e-15	1.5770609507603962e-16	6.568128859387062e-16	6.326639524667486e-17	7.972513581490012e-16	4.901191617643685e-17	1.4246929665259165e-15	1.5383442282225613e-16
52956.969257813864	1.1519900237606102e-15	1.5732646644534334e-16	6.558223200926379e-16	6.334606366889253e-17	7.952718686153079e-16	4.8908359204962495e-17	1.4191540894778751e-15	1.5347545335811218e-16
52957.01925781387	1.146171751527901e-15	1.5694044116654183e-16	6.548299095207753e-16	6.342450376045882e-17	7.932943806052579e-16	4.8803624194382573e-17	1.4136175283567137e-15	1.5310905361117661e-16
52957.06925781387	1.1403654293656654e-15	1.5654803294132496e-16	6.538356687448987e-16	6.350171422340779e-17	7.913189102488687e-16	4.8697713146820164e-17	1.4080834454131917e-15	1.527352406805581e-16
52957.11925781387	1.1345711401057168e-15	1.561492556449641e-16	6.528396122789886e-16	6.35776937829069e-17	7.893454736743105e-16	4.859062814798574e-17	1.4025520028971401e-15	1.5235403206450242e-16
52957.169257813875	1.1287889665947714e-15	1.5574412332709025e-16	6.518417546293753e-16	6.365244118718701e-17	7.873740870123706e-16	4.848237136711768e-17	1.3970233630588105e-15	1.519654456623636e-16
52957.21925781388	1.1230189916946172e-15	1.5533265021222675e-16	6.508421102946982e-16	6.372595520746751e-17	7.854047663942979e-16	4.8372945056858916e-17	1.3914976881500218e-15	1.5156949977651054e-16
52957.26925781388	1.1172612982826036e-15	1.54914850700502e-16	6.498406937660434e-16	6.379823463789227e-17	7.834375279513416e-16	4.8262351553254066e-17	1.3859751404254914e-15	1.5116621311439972e-16
52957.319257813884	1.1115159692517679e-15	1.5449073936817254e-16	6.488375195268938e-16	6.3869278295461e-17	7.814723878170597e-16	4.815059327564054e-17	1.3804558821440962e-15	1.5075560479062831e-16
52957.36925781389	1.1057830875098801e-15	1.5406033096846848e-16	6.478326020532735e-16	6.393908501996606e-17	7.795093621253181e-16	4.803767272695718e-17	1.3749400755702563e-15	1.50337694329115e-16
52957.41925781389	1.1000627359811847e-15	1.536236404321667e-16	6.46825955813753e-16	6.400765367392319e-17	7.775484670087516e-16	4.7923592493262374e-17	1.3694278829749679e-15	1.499125016652153e-16
52957.46925781389	1.0943549976055938e-15	1.53180682868346e-16	6.458175952694846e-16	6.407498314251714e-17	7.755897186049206e-16	4.7808355244304775e-17	1.363919466637266e-15	1.4948004714806219e-16
52957.519257813896	1.0886599553383255e-15	1.527314735651013e-16	6.448075348742994e-16	6.414107233353221e-17	7.736331330490766e-16	4.769196373320064e-17	1.3584149888453983e-15	1.4904035154280058e-16
