MJD	kait3_B	kait3_B_err	kait3_I	kait3_I_err	kait3_R	kait3_R_err	kait3_V	kait3_V_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
53520.58000000023	5.841646297429109e-15	3.59541116594281e-16	8.595098524945683e-16	6.520688448775319e-17	2.2776465978974065e-15	1.9746336378327937e-16	4.088903051324655e-15	1.9145705102104005e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53520.63000000023	5.993948826603479e-15	3.4807393270090644e-16	8.825658940282735e-16	6.391947242888915e-17	2.333973871173083e-15	1.918541020915435e-16	4.164766351172088e-15	1.8921920581496475e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53520.68000000023	6.146644213893467e-15	3.3691081160849566e-16	9.056676750367043e-16	6.262013489090581e-17	2.3905009826958745e-15	1.8629429789410525e-16	4.241057794728776e-15	1.86828060114589e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53520.730000000236	6.29972920594047e-15	3.2605810891532805e-16	9.2881432351804e-16	6.130817027044017e-17	2.447230797072758e-15	1.807832164052705e-16	4.317782592432448e-15	1.8428621821538218e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53520.78000000024	6.453200551565557e-15	3.1552282605623065e-16	9.520049677635624e-16	5.998297979683046e-17	2.5041661797089597e-15	1.7532021802033785e-16	4.3949459565200696e-15	1.8159645106218063e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53520.83000000024	6.607055001732158e-15	3.0531251718507096e-16	9.752387363511251e-16	5.864406923500826e-17	2.561309996816671e-15	1.6990476860383299e-16	4.4725531010504566e-15	1.787617095025959e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53520.880000000245	6.761289309533195e-15	2.954351588849147e-16	9.985147581380031e-16	5.729105081415631e-17	2.618665115429436e-15	1.6453645087736218e-16	4.5506092419270556e-15	1.7578513958844683e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53520.93000000025	6.915900230169212e-15	2.858989757370935e-16	1.0218321622571354e-15	5.592364546126922e-17	2.6762344034152302e-15	1.5921497710946733e-16	4.62911959692381e-15	1.7267010033896452e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53520.98000000025	7.070884520925208e-15	2.7671221437033015e-16	1.0451902595828114e-15	5.454161943833571e-17	2.734020729482129e-15	1.539402033640536e-16	4.708089127580385e-15	1.6942009992990254e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53521.03000000025	7.226238941169357e-15	2.678828585830712e-16	1.0685900797360983e-15	5.3144229636897866e-17	2.792026963194437e-15	1.4871214560331864e-16	4.787518935150193e-15	1.6603764214150235e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
