MJD	kait4_B	kait4_B_err	kait4_I	kait4_I_err	kait4_R	kait4_R_err	kait4_V	kait4_V_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
55677.82000000022	7.700532125878732e-15	3.910622471546535e-16	1.7424459788439055e-15	1.3804174995994317e-16	3.3372415734483787e-15	2.4334515929509188e-16	4.907022341992251e-15	2.366884928070033e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55677.87000000022	7.855397484789524e-15	3.8379990979436877e-16	1.7760097321074045e-15	1.345309097013805e-16	3.4073690301542734e-15	2.3900895760409335e-16	4.9976127091936704e-15	2.3179212015768667e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55677.920000000224	8.011124556910118e-15	3.766012783949895e-16	1.809677962452872e-15	1.3106781751502617e-16	3.477678891319371e-15	2.3463644548127433e-16	5.088399319232137e-15	2.2696918702897995e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55677.97000000023	8.167715760889915e-15	3.695201166656244e-16	1.8434480974282657e-15	1.2765361211268123e-16	3.548182161376273e-15	2.3022371918738693e-16	5.179375806764479e-15	2.222399207017931e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55678.02000000023	8.325173527140099e-15	3.6261128467976803e-16	1.8773207335758854e-15	1.242848934048303e-16	3.6188898471345984e-15	2.257677560705103e-16	5.270535808112606e-15	2.1762521323336353e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55678.07000000023	8.483500297860477e-15	3.5592993335543446e-16	1.9112989074481146e-15	1.2095488496528936e-16	3.689812957919962e-15	2.212664965959592e-16	5.361872996649536e-15	2.1314631512418248e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55678.120000000235	8.642702153400462e-15	3.495154991292871e-16	1.945385720567934e-15	1.1765717782872538e-16	3.7609625057153594e-15	2.1671893154594977e-16	5.453388561393584e-15	2.0881458400668158e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55678.17000000024	8.802799691346985e-15	3.433460600803384e-16	1.979584276789829e-15	1.1438594436384527e-16	3.832349505301177e-15	2.1212519586679623e-16	5.5451004578769205e-15	2.046190759829548e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55678.22000000024	8.963817147797773e-15	3.373840997804279e-16	2.0138976823691484e-15	1.1113606174062093e-16	3.903984974397128e-15	2.0748667077374202e-16	5.637028911758812e-15	2.005461383105698e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55678.270000000244	9.12577877135634e-15	3.315928238409608e-16	2.0483290460316767e-15	1.0790324269467811e-16	3.97587993380171e-15	2.0280609585711497e-16	5.7291941506047735e-15	1.965828668744471e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55678.32000000025	9.288708823468899e-15	3.259374743485668e-16	2.082881479043425e-15	1.0468417585963934e-16	4.048045407533523e-15	1.9808769300967502e-16	5.821616404073359e-15	1.9271755133091507e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55678.37000000025	9.452631578755105e-15	3.203866127033595e-16	2.1175580952801675e-15	1.0147667856229339e-16	4.1204924229722405e-15	1.9333730400937736e-16	5.914315904105291e-15	1.8894011820360045e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55678.42000000025	9.617571325343096e-15	3.1491336373506613e-16	2.1523620112972752e-15	9.827986564944009e-17	4.1932320109991706e-15	1.8856254348809955e-16	6.00731288510949e-15	1.8524256943952982e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55678.470000000256	9.783552365201859e-15	3.094966195826871e-16	2.1872963463993987e-15	9.50943385869992e-17	4.266275206138294e-15	1.8377296872308913e-16	6.100627584151384e-15	1.81619414538239e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55678.52000000026	9.950599014476024e-15	3.0412220603523054e-16	2.2223642227105073e-15	9.192239969293548e-17	4.339633046696624e-15	1.7898026710456688e-16	6.194280241138941e-15	1.7806809447468197e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55678.57000000026	1.0118735603819566e-14	2.987840160450825e-16	2.2575687652434475e-15	8.876829678509733e-17	4.4133165749064075e-15	1.741984611266892e-16	6.288291099012394e-15	1.74589395067982e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55678.620000000265	1.028798647872995e-14	2.9348511405762795e-16	2.292913101970085e-15	8.563850353793565e-17	4.487336837064386e-15	1.6944412910357798e-16	6.382680403929564e-15	1.7118784597190397e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
